source_text;ethno
завтра < b > россиянин < /b > быть праздновать день флаг , а в ростов пройти торжественный митинг < br/ > < br/ > торжественный митинг общественность , приурочить к празднование день государственный флаг рф , пройти в ростов-на-дону в суббота , август , под лозунг « верить в россия ! верить в себя ! » . < br/ > по традиция на митинг в честь день флаг собраться житель ростов и область , представитель трудовой коллектив и национально-культурный объединение , активист общественный организация , профсоюз , казачество , депутатский корпус . < br/ > < br/ > место проведение : театральный площадь ( стела « воин – освободитель г. ростов-на-дону от немецко-фашистский захватчик » ) . < br/ > начало в : ч .;кабардинец
сало алейкума . < br/ > нужный помощь наш брат < br/ > < b > кабардинец < /b > из мало имущий < br/ > семья . в данный момент он находиться в < br/ > москва . приехать на заработок , но он не < br/ > мочь устроиться на нормальный работа так как у он проблема с здоровье . < br/ > если есть возможность давать помочь < br/ > он собрать рубль . на билет до < br/ > дом . я сам помогать , но сейчас чуть чуть < br/ > с работа проблема . он стесняться < br/ > просить кто либо о помощь . сбербанк ... кто сколько мочь . - номер для справка . джазакумуллах хъейрана .;кабардинец
эпатажный музыкант стас барецкий , который < b > казак < /b > исключить из свой ряд после тот , как он разгрызть зуб банк с импортный пиво в ход совместный рейд , намеренный продолжить поиск продукция из чёрный список в одиночество . « нужно проводить конкретный действие , а не чек апеллировать . когда я;казак
[ [ id|руслан ] , < b > казах < /b > чепуха ? центральный азия узбек и таджик держать ? < br/ > ? ? ? ? ? ? < br/ > что то всё этот держатель в рф бетон месить и улица подметать ? < br/ > < br/ > или это они хобби вне основной работа ? ? ?;калмык
[ [ id|гусейн ] , кумычка , в пять поколение , уважать ( а точнее относиться уважительно ) лакец , < b > аварец < /b > , даргинец , лезгиновый , весь человек , не зависимость от нация и религия . < br/ > для я нет такой понятие , как плохой нация , но есть понимание плохой человека.пусть хоть сто плохой из один нация попасться , сто превыя быть хороший . < br/ > не судить нация и человек судить не надо.ич это всевышний есть , он мы судья . < br/ > быть благоразумный , всё мы человек , всё брат и сестра;калмык
[ [ id|марчелло ] , богатый земля , огромный территория , русский право не иметь , даже территория официально закрепить нет-весь русь принадлежать русский , но кой образ ? есть < b > казах < /b > , узбек , таджик , киргиз даже у еврей есть сво еврейский территория.кстати полный путаница где кто , но всё это россия ? получаться что русский некий виртуальный собщество.нужный ставить вопрос о пересмотр деление территория исделать толькорусский в конституция закрепить это. вот как же всё таки жидов от кормушка убрать то ?;калмык
[ [ id|альбин ] , ты на себя в зеркало смотреть не стыдно ? ! ты что только не пишут.всякий ингушский чёрт у ты пастись и как муха на говно на твой страничка слетаться и ты плевать ! показать я хоть один страничка ингушка чтоб у она такой писать < b > осетин < /b > и она спокойно на это смотреть и не удалять ? ничтожество тьфу блядь;калмык
[ [ id|ильдар ] , причём здесь золотой орда ? ты хотя бы свой история татарский изучить : ) < br/ > < br/ > алтайский татарин — устаревший название алтаец . < br/ > горский татарин — устаревший название балкарец и карачаевец . < br/ > дагестанский татарин — устаревший название кумык . < br/ > енисейский ( минусинский , абаканский , ачинский ) татарин — устаревший название хакас . < br/ > кавказский ( закавказский , адербейджанский , азербайджанский ) татарин — устаревший название < b > азербайджанец < /b > . < br/ > кундровский татарин — устаревший название карагаша . < br/ > кузнецкий татарин — устаревший название шорец . < br/ > ногайский татарин — устаревший название ногаец . < br/ > черневый татарин — устаревший название тубалар . < br/ > чулымский татарин — устаревший название чулымец .;поляк
< b > азербот < /b > дербент настать конец скоро ... и обращаться к лезгинский девушка не иметь отношение с < b > азербот < /b > не позорить наш нация ! ! ! !;поляк
сталин говорить про себя : я русский грузин ! русский это прилагательное ! нет и не быть такой национальность . ант , скиф , тюрк , помор , полех , кержак , поляк ( алтай ! ) , и ещё с сотня ... и всё мы русский , вместе с таджик , грузин , узбек , < b > абхазец < /b > , казах ( казачийстан ) ? ?;казак
когда < b > русский < /b > < b > народ < /b > напрягать до изнеможение всё свой сила в борьба с фашистский германия , сталин найти возможность и средство в ущерб фронт депортировать татарин из крым . для это требоваться больший заслуга , но не перед свой страна , а перед фашист . впрочем , этот народ никогда не считать россия свой родина , сотня год нападать на её предел , < b > < font color=\ # e\ '' > грабить < /font > < /b > и убивать < b > русский < /b > < b > человек < /b > , уводить они в полный . исторический память до сей пора отравлять они кровь ненависть к мы . никак не мочь смириться с тем , что большинство население крым - русский . < a href=\ '' http : //rusvesna.su/news/\ '' target=\ '' _blank\ '' > < u > http : //rusvesna.su/news/ < /u > < /a > # cc- '';казах
исполнять обязанность губернатор область александр козлов заочно поздравить < b > эвенк < /b > с -летнем… < a href=\http : //instagram.com/p/tldkzl/\ '' target=\ '' _blank\ '' > < u > http : //instagram.com/p/tldkzl/ < /u > < /a > '';казах
ты подрывать свой пропаганда молодой < b > азербайджанец < /b > к тот что они должный дружить и учиться у они ! ! ! мочь мы из свой школа выгнать наш учитель и поставить туда армяшка ? ! не думать ...;казах
рамазан , я знать многий дагестанец , они у мы не шуметь не гадить , работать жить спокойно и если кто то из они хамить и быть не право то свой же он предъявить ! я с сторона видный . я также знать русский с кизляр у они много детишки , дом свой и машина , жить спокойно . я как то один < b > аварец < /b > по имя руслан сказать , что недолюбливать горец , потомучтый они говорить что нельзя так делать а они всё равно делать по свой , один слово стадо баранов;казах
[ [ id|соня ] , кроме али , альберт и дугулубковый никто не знаю.мах пока не боец мма.ести ты начать перечислять мощный и талантливый на один даргинец час прийтись потратить , а про остальной дагестанец и < b > чеченец < /b > вообще молчу.так-то ингуш , но за последний пара год они дать российский мма брат яндиев , юнус евлоева , ингисхан оздоева и ещё - интересный бойцов.деть не в количество , а школа .;казах
< b > карельский < /b > < b > ребята < /b > быть учиться у олег табаков < br/ > < br/ > из ребята , набрать в московский театральный школа известный актёр , режиссёр и педагог , двое – наш земляк . < br/ > < br/ > < a href=\http : //ptzgovorit.ru/content/karelskie-rebyata-budut-uchitsya-u-olega-tabakova\ '' target=\ '' _blank\ '' > < u > http : //ptzgovorit.ru/content/karelskie-rebyata-budut-uchitsya-u-olega-tabakova < /u > < /a > '';кабардинец
ну основный масса кумык проживать в дагестан . значит можно назвать кумык дагестанец , так как основный исторический территория проживание кумык находиться в дагестан . < br/ > логично . < br/ > но ! < br/ > \дагестанец\ '' можно перевести как < b > горец < /b > , житель горный страна ( тур : даг-гора стан-страна ) , однако кумык не называть себя < b > горец < /b > , наоборот житель равнина , плоскость ( я даже слышать версия что слово кумык- образоваться от слово хум ( песок ) , а песок он у побережье , то есть на равнина ) . поэтому определять мы дагестанец , не подходить даже с понятие этимологический '';казак
[ [ id|алан ] , я про это \а ну рассказать я подробный вот про это : фарид ингушский < br/ > быть женщина по имя аби . в то время быть битва с < b > черкес < /b > . вызывать самый сильный ингуш . а она мочь на плечо понести корова или бык . и вот её отправить в мужской одежда тип это мужик . и вот она победить и когда они узнать , что это быть женщина они испугаться и подумать : \ '' если у они такой сильный женщина , то какой же у они быть мужчина . \ '' и битва быть на это холм , в честь она так и назвать этот холм.\ '' '';казах
[ [ id|магомед ] , там чеченец с другой кавказец не делиться всё вместе воевать < b > аварец < /b > чеченец адыг плечо к плечо друг друг перекрывать единственный место где чеченец отдельно воевать это когда имам уехать из чечня тогда это воспользоваться русский и отоковать бена тогда чеченец разбить тысячная армия и забрать в плен солдат когда о это узнать шамиль он сразу двинуться в чечня но дойти когда русский уже убижать;аварец
гора машук в пятигорск . < br/ > высота , м. памятник природа . < br/ > < br/ > название гора связывать с горский легенда о прекрасный девушка машукий , плачущий о убитый старый эльбрус жених тау . есть объяснение происхождение название от кабардинский слово « маш » — просо и « к » — долина , то есть долина , где сеять просо . < br/ > < br/ > по другой версия , гора получить название по имя < b > карачаевец < /b > мечук хубиев . легенда « о гора машук » повествовать о тот , что житель большой карачай мечук ( машукий ) хубиев из-за кровный месть переселиться в один из кабардинский сесть в район современный пятигорск . машукий быть непревзойдённый мастер оружейный дело .;аварец
более ненецкий ребёнок доставить из тундра в школа к сентябрь;аварец
[ [ id|иван ] , дорогой друг ! < br/ > август с площадь мария отправляться автобус в город майкоп . группа молодой ребята , который заниматься организация джэг каждый среда в нальчик хотеть организовать такой же вечер с молодёжь город майкоп . этот поездка- это желание укрепить связь между < b > адыг < /b > и стремление к единение . всё желать мочь принять участие и поехать с мы . есть автобус . просьба взять адыгский флаг у кто они есть , и что касаться одежда , постараться соответствовать норма наш хабзэ .;аварец
[ [ id|therapy ] , < b > жид < /b > это не понять это я про новый россия , а так с -год . к сти твой любимый путин и медведев это прийтись признать скрепить зуб . о еврейский фашизм ! унести невинный жизнь большой чем в второй мировой . начинать с иудейский семейка ельцын и он последователь быть бы в китай и сингапур и идиот понятно , но россиякать жопа а даже такой вор как сердючка , чубайс , васильев орден давать . васильев вообще осовободить за то что она орден иметь ? ? ? ? < a href=\http : //cs.vk.me/v//kmyvoqffxq.jpg\ '' target=\ '' _blank\ '' > < u > http : //cs.vk.me/v//kmyvoqffxq.jpg < /u > < /a > '';аварец
[ [ id|андрей ] , узнать что такой девальвация , а потом хуйня писать . жопа страна -год грабить , вместо тот , чтобы заниматься сельский хозяйство и экономика , тогда бы этот кризис так больно не ударить бы по большинство население . у назарбаев девальвация пройти на % и он человек сделать компенсация , а жидо-охаметь влсть в россия большой % девольвацть пройти и этот наглый без честь и совесть свомь картавый рожа весь говорить , что всё < b > < font color=\ # a\ '' > отлично < /font > < /b > конечно < b > жид < /b > чем < b > < font color=\ '' # e\ '' > плохой < /font > < /b > тем < b > < font color=\ '' # a\ '' > хороший < /font > < /b > ! ещё напища что путин и медведев не вчий не виноватый с свой жидо -русофобский окружение . '';казах
артур не знать кто ты по происхожление но в то время быть война и это обычный реакция на действие в тот времена.сейчас баку это самый развитый город на кавказ и в целое в регионе.ести кто то пытаться высосать проблема из палец о это он личный обида.учитывать то что в армения кроме < b > армянин < /b > никто не жить то азербайджан на фон этот страна это оплот толлерантность . < a href=\http : //izrus.co.il/dvuhstoronka/article/ -- /.html\ '' target=\ '' _blank\ '' > < u > http : //izrus.co.il/dvuhstoronka/article/ -- /.html < /u > < /a > # cc- '';казах
так и не понять , какой связь между гулиев и поставка горючее на фронт в г. ? < br/ > < br/ > из этот рассуждение можно сделать вывод , что выходец из страна антигитлеровский коалиция , достойный быть глава администрация район , а потомок нация воевать на сторона гитлер ( например финн ) - не достойный . < br/ > и если высказывание житель район в адрес гулиев , по свидетельство метелевский , так < b > < font color=\ # e\ '' > раздражать < /font > < /b > < b > азербайджанец < /b > , то зачем быть провоцировать межнациональный конфликт , назначать глава над русско-карельский население , < b > азербайджанец < /b > ? привести статистика : много ли в азербайжданин или в чечня русский в власть ? '';казах
не думать , что история правдивый < br/ > ( немного перебрать : любить махачкала как мать родный ) < br/ > но быть в тот , что всё именно так и обстоять < br/ > у мы в республика всякий < b > таджик < /b > , вьетнамец , узбек и они подобный < br/ > а вы на русский гнать ? < br/ > продолжать в тот же дух , и через несколько год этот народ начать вытеснять мы с наш родина < br/ > и вот тогда мы быть иммигрант;казах
[ [ id|бабек ] , очко закрыть гнида сдохнуть в свой изербаджан ... если бы не путин вы бы давно армянин перо резать мразь ! ! ! вы с какой пора стать мужик ? ? ваш девушка приезжать в дагестан чтобы гулят с мужик это означать что < b > азербот < /b > < b > < font color=\ # e\ '' > пидарас < /font > < /b > ! ! '';казах
влади ? мир вася ? льевич квачко ? в о мировой сатанист ! < br/ > ответ журналист - не еврей , не грузин , < br/ > не армянин , не азербаджанец , не < b > негр < /b > , < br/ > не китаец , не относиться к коренной народ росий ! < br/ > этот черножопый не являться коренной житель россия , мы они пустить лишь погреться ! < br/ > дагестанец относиться к коренной народ россия , < br/ > нельзя путать дагестанский народ с тот черножопый чербан который вести себя нагло наулица москва . вот в чем различие ! < br/ > влади ? мир вася ? льевич квачко ? в ( родиться . август , < br/ > посёлок краскин;осетин
гагаузия . южный часть республика молдова . турок , < b > болгарин < /b > , молдаванин , наравне с гагауз составлять население этот маленький , но очень гостеприимный земля . как и всё южанин , гагауз любить долгий и обильный застолье . < br/ > < br/ > наряду с традиционный буджакский явствами , гагаузский кухня содержать блюдо европейский и молдавский кухня . многие её ингредиент взять из турецкий кухни.самый главный и любимый продукт житель буджак – баранина . она здесь готовить по-особому , использовать подзабыть народный рецепт и особый южный приправа , собранный и подготовить собственноручно . очень популярный шурпа , а именно наваристый суп из баранина с овощ и корнеплод . из болгарский кухня позаимствовать запечь ножка ягнёнок по-георгиевск . < br/ > < br/ > любить гагауз красивый название . прислушаться : кывырма , булгур , манджть , гёзлемя , курбан , сарма , калля , кабакл , геврека . вкусно !;осетин
социальный `` бомбёжка '' в рф успешно заниматься мендель~медведеть . боеприпас поставлять наебулин цб рф . операция по развал армия под кодовый название `` табуреткин '' пройти успешно . пенсионный фонд рассчитывать размер пенсия на уровень детский учреждение для < b > < font color=\ # e\ '' > дебил < /font > < /b > , в балл . батальон < b > жидов < /b > `` гайдар '' подорвать основа государственный фундамент развитие обнулить накопление гражданин рф утроить колличество нищий и уничтожить промышленный отрасль . что , смешно ? ну недолго ржак быть длиться . '';азербайджанец
купа гениальный писать : палач писать : спарк писать : < br/ > < br/ > в советский время -- нормально относиться . < br/ > < br/ > < br/ > да ну нахрен ? < br/ > < br/ > я всегда интересовать - почеу онный товарищ всё время на русско петь ? < br/ > < br/ > ну , в принцп ответ то я знать .... < br/ > < br/ > почему ? < br/ > < br/ > < br/ > потому что если он быть петь по чеченски - как он понять < b > аварец < /b > , если по аварски - как он понять табаласарец , а если по табаласарски - как понять лезгин ? < br/ > < br/ > агитация должный быть понятный . < br/ > < br/ > так то этот чувачок виновный в очень большой число человек;азербайджанец
не дать исчезнуть марийский народ вчера в йошкар-ола , перед дом правительство марий эл , пройти митинг « защита марийский народ от исчезновение , сохранение он традиция и культура , защита нарый ...;азербот
конфуз произойти на концерт в посёлок фиагдон в северный осетия < br/ > онфуз произойти на концерт в посёлок фиагдон в северный осетия . скандальный инцидент закончиться гастроль певица бьянка в северный осетия . в время концерт -летний артистка в один из ресторан селение фиагдон разгорячить зритель метнуть в девушка ботинок с свой нога . как выясниться , такой способ < b > осетинский < /b > < b > парень < /b > выразить свой отношение к звезда , исполнять на сцена в время пение слишком откровенный танец .;абхаз
[ [ id|катюшка ] , чурка любить свой девушка и относиться к они строго , только в постель почему то хотеть видеть русский девушек.ич и наш девочка есть неадекватный , готовый за сникерс лечь в кровать с черножопый мразь . не подумать , что я националист , у я куча друг казах , узбек , < b > азербайджанец < /b > , но всё они < b > < font color=\ # a\ '' > хороший < /font > < /b > человек . дело не в нация , в каждый нация есть реально отморозок , а есть хороший человек . '';абхаз
послать втроём сестра , в близкий кфс м.новое черёмушки , решить поесть \остренького\ '' , заказать , едим-и вдруг к мы подсаживаться русский мужчина , сесть негде быть , мы не против , я ввиду свой свой воспитанность и возраст подвинуться , и тут началось-вопрос откуда мы , кто мы такой красивый с грамотный русский речью-сестрёнка всё подробно рассказать , он процитировать мы пушкин , в зал сидеть много < b > азиат < /b > , далёкий больше-он оказаться пьяный , и конечно \ '' понеслось\ '' у него-в итог я он \ '' прогнала\ '' культурно , так он начать на весь зал орать , что калмык \ '' такой сякие\ '' , сестрёнка не сдержаться , закатать рукав пиджак и с размах врезать он , другой ещё вслед сумка ударить , весь зал молчать , ни один мужчина не вступиться , когда он угрожающе рука размахивать , всё \ '' мужчины\ '' молча наблюдали.вывод : ) зал не быть калмык мужик . ) мы калмычка себя в обида не дать , беречься '';абхаз
[ [ id|кира ] , дагестанский язык не существовать начать с это , есть аварский , лезгинский , даргинский , кумыкский и другой язык дагестан . не ну а на что ты рассчитывать написать сюда . ты же никто не говорить разговаривать на английский , потому что он международный . ты на русский далеко уехать за предел россия ? ) ) в весь мир английский язык . говорить на он . почему же в группа где % < b > адыг < /b > , я не мочь говорить на родный язык ? если человек инородец , я написать он на друг язык . никакой проблема . считать бессмысленный этот спор . не учить адыг как жить и на какой язык говорить , и они не послать ты далеко и на долго . мир ты .;абхаз
внешне похожий многие конечно , это в следствие соседство с горский народ скорее весь они приобрести кавкасионский черта . тот же кумык сильно перемешать в прибрежный полоса с даргинец , а в буйнакский и кизилюртовский район с < b > аварец < /b > . а вот степной кумык , например бабаюртовский район , уже немного отличаться ) < br/ > по повод карачаевец и балкарец ничего сказать не мочь , они ведь тоже в гора жить , антропологически тоже кавкасион , просто говорить на тюрский язык .;эвенк
и карта первый вшивый твой там лакец населять весь верхний часть долина хотя это ложь там два селение лакский переселиться из за хребет верхний жить рутулец за зребтом арчинец потом до гуниб и т.д уже < b > аварец < /b > . сейчас есть село нижний катрух переселить тюркоговорящий когда переселить версия много , где то - тухум лезгинский столько рутульский чуть большой или также лакский и ширванский перс или тюрк говорить на тюрскский язык они записать азер хотя некоторый записать себя лезгин когда устраиваться на работа за предел район;азербайджанец
[ [ id|павел ] , ну вы простить дебил какой свет не видывать ! ! в какой . какой год основать государство россия ? а федерация ? ? идти < b > монгол < /b > на хер на вднх и учить матчасть ! !;азербайджанец
в настоящий время азербайджанский язык иметь статус один из государственный язык дагестан [ ] . дагестанский < b > азербайджанец < /b > иметь собственный газета « дербент » и журнал на родный язык , школа , где занятие проводиться наазербайджанский язык . с год на республиканский радио функционировать отдельный редакция вещание на азербайджанский язык ( по минута ежедневно , а начинать с год вестись трансляция передача азербайджанский телевидение ( в объём час . в год ) [;аварец
дебильный пост , действительно . из он следовать , что в нальчик жить один < b > кабардинский < /b > < b > народ < /b > , а балкарец , русский и тд , второстепенный ... и вообще , что за слово \обрусенцы\ '' ? корона небо ещё не подпирать ? автор советовать изучать история кабарда , так вот пусть сам она и изучить как следовать , прежде чем заявлять о национальный принадлежность коренной народ . '';аварец
[ [ id|рашад ] , идти торговать на рынок арбуз ... твой брат < b > азербот < /b > на базар москва торговать арбуз ... почему так ? ваш изербаджан нет работа вы же хотеть отдельный государство вы получить он так живить у себя в изербаджан что вы потерять в россия ? ? ?;чеченец
и на заметка весь , нужно различать между дагестанский азербайджанец и азербайджанский , в отличие от азербайджанский лезгиновый , < b > аварец < /b > и тд который перееселенца из дагестан , мы дагестанский азербайджанец к азербайджан не иметь отношение , в дагестан несколько вид азербайджанец у который разный обычай , диалект но с азербайджан мы связывать только название нация , кухня и язык чуть схожий , лично за свой район ( терекема ) мочь сказать что в азербайджан никто из наш род не быть , и именоваться азербайджанец мы стать поздний , в советский союз , когда на псспорт начать писать национальность;чеченец
