source_text;ethno
костянтин русский офицер торнау побывать г грузия писать грузиныутверждать верховье большой малое зеленчук жить аланета тобыть алан торнау дагестанский ногаец сегодня карачаевец называть алан байчоровак половецкий род аланиячеркесск n;беларус
крым всё пучок лайна краснодар керчь севастополь дорога всё рулить кучка мент везде тормозить всё смотреть приор чучмек рулить тихо спокойно пара фото осмотр качество блеск;беларус
автор стихотворение светлана кузнецов господь видеть гибнуть человек господиспасти сохранить показать полностью долго мразь глумиться тихонько намекнуть господь слеза глаз опухнуть плакать сердце душа болеть сердце потухнуть человечий разум спать мочь брат идти брат отец сын пойти это сила виноватый ум сойти родный народ крест прийти инородец сила страна пронестись свой заплевать колодец пробивной разрывный грязь каин проклятый отродье убивать грабить предавать иноверие инородие верить свой народ это камень спина мир продажный жестокий господь помиловать украина господь спасти юго восток;беларус
недавно № понять офицер кавказец ппсник среднеазиат;карел
весь местный патриот любой повод закидывать камень азербайджан азербайджанец просить очень внимательно прочесть текст статья селение хра уба преимущественно проживать лезгин представлять анклав россия территория азербайджан советский время село проживать гражданин россия зарегистрировать магарамкентский район дагестаная научиться понимать значит жить село зарегистрировать друг место это критика объективный конструктивный пока наш власть переселить переселенец ещё успеть намаятьсяий деньга должный принести польза руководство республика районный руководство;чукча
садатгул гулиев sadatgulu неловкий момент русский дагестан нация кумык;чукча
алий полностью понимать говорить общаться нормально мочь чечня вырасти отец учить доучивать потихоньку чеченка;пархатый
точить семя орда гнёт ярмо басурман наш вено кипеть небо славянин;пархатый
русский бабулька лида кизляр назвать бусурманин уверенный % выражение подразумеваться вера национальность;цыган
арцуть понравиться столько песня сколько факт её наличие просто приятно помнить эвенк;карел
сергть совершенно согласентолько добавить выдворить весь инородец иностранец появиться свободный рабочий место свободный поле бизнес первый время нехватка рабочий рука провал многий сфера услуга пока вакантный место занять местный рабочий национальный предприниматель либо вероятнееэтый приезжий русский рабочий предприниматель область регион;карел
rt должный защитить навальный атака салоед говно наш говно навальныйпнх;гастарбайтер
вообщераза пойти пьянкастранный вайнах ещё попытаться обосновать исторический справедливость принадлежность щелковскогонаурский надтеречный районовтемчтый гребенскиетерский казак дело вайнах ассимилированный небольшой агрессивный кучка славяндарь идеюбек защекинабанаматперепродать идея чеченец;чеченец
аноним автор тема записать дата приход осень старинный календарь народ твой край екатеринбург жить народ наш край коренной жить урал коренной хант манси коми пр это весь урал брать искать календарь;чеченец
метис аварец кабардинец жить кбр часто бывать дагестан сказать точно обойх республика болезнь лирикачахь понт;азербайджанец
шакал называть чеченец трус большинство пройти жесть многий сниться чеченец многий кавказец хотя элементарный уважение старшить русский глядеть видеть черножопый бородатый обезьяна это неуважение среди нация действительно трус достойный людино весь чечня ополчение против глаз любой самый сказать смочь трус;адыги
русский татарин лезгин чеченец калмык тунгус казах таджик мало национальность жить россия человек понимать страна единый родина всё одинаковый делить друг друг национальность забывать это говорить быдло чурка хачик ара далее среди человек всё национальность;адыги
сергей счёт шовинизм чеченский узбекский таджидский тд ленин это говорить знать почему семилировать русский народ инородец убить русский человек сделать советский раб;адыги
александр приехать бийск сравнение га это нечто вечер пиз й мочь дать алтаец казах русский узбек кафе уля место спаринг;азербайджанец
вера зря жизнь знать уверить всё ваш предок русский хохол мордвин казах башкир татарин монгол эвенк тд бабушка дедушка прадедушка тд время называть русский говорить брат страна поднимать зря;осетин
себастьян тарумовский район г кизляр получаться русский инородец хунь нести это ещё говорить город дагестан город северный кавказ;осетин
минтруд рф тыс украинский беженец трудоустроить россия общество;осетин
критиковать украина украинский националист отличие россия инородец коренной житель безнаказанно убивать;осетин
дагестан многогранный каждый нация драгоценный камень корона наш народ формироваться разный условие это рядом весь история весь война единый всё человек разный всё равный дагестан кавказ россия мир всё великий историк психолог готовый целый нация очернить лёгкость свой иметь всё бог ходить земля кумык прекрасный народ это кумык говорить дагестанец любящий свой родина плохой аварец даргинец кумык тд жизнь позволить плохо отзываться присутствие советовать вообще кумык это красивый народить красота подразумевать внешность любить кумыкский народ;поляк
masteryoda год человек % русский % украинец % крымский татарин % белорус % татарин % армянин % еврей поляк молдаванин азербайджанец % узбек кореец грек немец мордва чуваш цыган болгарин грузин мариец также караим крымчак итальянец всеукраинский перепись население год зафиксировать проживание крым ижорец большой исторический родина следовать учитывать всеукраинский перепись население год учитывать население г севастополь являться отдельный крым регион украина;литовец
михаил лола национализм это идеология направление политика основополагающий принцип который являться тезис ценность нация высокий форма общественный единство её первичность государствообразующий процесс выступать притеснение малый коренной народ россия якут удмурт мариец татарин тд считать русский нация превосходить случай ничто отличаться гитлер муссолини рассадник дерьмократия следовательно умалишённый;армянин
ахахи оссетина абхазец жить хороший обосравшийся грузинов крым повезти ещё хороший дагестан вспомнить ещё древний ещё повторять закон частный армия приниматься доработка спороть мочь некоторый место помогать речь полномасштабный вторжение это понятно вспомнить война грузия грузия официальный армия неанмного маленький вооружение плохой;осетин
вместо индеец алтаец местный колорит;монгол
думать русский переодеваться украми кричать хайль украина пугать поляк довод думаться польский идиотия свободный падение напоминать репортаж польский тв освобождение русский спецназ чеченский рабство католический шлюха мнение эксперт русский свозить сибирский гулаг преступник ичкерия опорочить рыцарь горец полячка похитить переодетый русский евроньюс нанять украинец журналист заразиться бешенство полный серьёз выйти сюжет переодетый русский майдаун сообщение отредактировать tora февраль;монгол
смех смех прийтись лечить девушка нацменка имя который убить свой глаз паспорт увидеть поверить имя помнить паспорт имя буква стоять мягкий знак;литовец
нормальный заключение процент ага примерно одинаково хант удмурт даги чечен теракт совершать практически хант чечен взрывать;литовец
ответить дмитрий супер логика следить ельцин ввести войско путин вывести почитать бросок приштина нае ельцин алкашный дань хач платить почему чечня нужно строить дворец потерпевший наводнение сибирь раздавать палатка;западенцы
северный осетия открыться общенациональный съезд осетинский народ столица северный осетия начать работа httpbitlythmdv;великоросс_кацап
северный осетия открыться общенациональный съезд осетинский народ httpgooglgjnyj;великоросс_кацап
сдать комнатный ул туполев руб мес коммунальный услуга сдаваться отличный однокомнатный квартира новый кирпичный дом квартира евро ремонт тихий район удобный месторасположение рядом гипермаркет магнит деть сад школа сдаваться длительный срок славянин животное ребёнок квартира новый никто жить новый техника новый мебель;великоросс_кацап
причём русский бурят тувинец говорить житель сибирь который тысяча год назад заселить америкуа сибирь откуда человек попасть вроде африка;чурка
китай сложно проголосовать тайвань тибет уйгур китаец это учесть голосование целое результат ожидать;чурка
petrovna понятно соображение хотеть присоединить вопрос смочь удержать окупиться весь геморрой украинец бурят якут тд свобода независимость ценяткаковать ахинея нести крым млн население млн русский;казах
думать якут хант манси чукча карелытатар башкир тд шантажировать это центр шантажировать крым присоединиться;казах
luta livre март писалкрымчак ещё разновидность еврей который язык диалект крымскотатарский это караим крымчак;казах
хант мансийск месяц искать квартира хант манси просто устраивать вариант просить обострять национальный вопрос жилищный проблема;казах
бродяга пишетnarwhal пишетспасибо немецкий товарищ поддержка небезосновательный полагаючтый немецкий товарищейпримерный % выходец россия наш брат ого гоочень сомневаться чтокорить немец дело насдумать запротивпримерный улица послать менее приятномолодец русакиместный название русскихэмигрантовчтый забывать свой родина тамтожий пойти быздесь непойти ощущать россиянин это немного разный понятно митинг воссоединение гдр фрг непойти отделение это дело хотя считать чтообъединение германия принести больший выгода народ государствугермания говорить ваш знакомый бюргер;казах
офтопика образ киргизия стать первый страна член одкб чьяпозиция украина идти разрез установка россия начать бабка клянчить ещё че нить правильный позиция кыргыз оне хитрожопый донельзя;калмык
алексей александрович рад свой пример показать род географический изолят регион поволжье компактно проживать русский население окружить чуваш мордвами татарин селить всякий отморозок который внешний граница отправлять страшно крепость стоять путь предполагать враг казань наш край распространить грубый шутка например обиженный собеседник предлагать набрать дерьмо рот плюнуть обидчик думать гомеопат форма коммуникация понравиться;калмык
уважаемый друг ноябрь год хасавюртовский район селение аксай состояться круглый стол организовать мроо оьзден событие посвятить важный насущный вопрос кумыкский народ обсуждение принять участие наш уважаемый аксакал общественный деятель центр внимание актуальный вопрос касаться социально экономический положение наш народ круглый стол пройти адрес село аксай хасавюртовский район рд бз яхсать начало весь вопрос обращаться fknka wwwfknka ozdenru уважение руководитель пресс служба мроо оьзден джамиль асмановый httpinstagramcompul_pttbv;калмык
сказать почему выслать украинец практически весь западный украина воевать гитлер это большой численность весь карачай чечня балкария ингушетия калмыкия момент среди русский предатель ша скинуть настоящий количество карачаевец который воевать немец;карел
zara страх следовать бок бок неуверенность друг чемкент алмаата петропавловск причём казах общаться всё норма всё россия удивительно юг казахстан свой тёрка киргиз узбек уйгур;кавказец
лезгин табасаранец аварец даргинец кумык лакец рутулец агулец ногаец это всё коренной народ дагестан httpvkccmrs;кавказец
макс абхаз нравиться житие срать разгребать пляж свой это дело никак вата ещё год местный абхаз отнимать квартира русский украинец тд оставаться распад ссср принцип слышать ссср нагорный карабах вата разхреначить кстати грозный очень очень красивонет намёк недавний война посмотреть фото грозный год;калмык
степан троль госдеповский первый российский федерация это русский татарский башкирский чеченский весь народ государство второй гастербайтер завозить именно олигарх барыга против нужно бороться олигарх барыга брать среднеазиат работа проблема третий русский банда цапка это демагогия русский криминал поэтому криминал национальность четвёртый киргизия принимать еаэс процесс интеграция улучшение экономика взаимный выгода наркотрафик обеспечивать пендос база киргизия также именно пендос способствовать выращивание наркота афганистан главный проблема наркотрафик это сша пятый всё народ россия вместе пусть гореть россия надежда звезда всё шавка пендосовский послать нахуй ублюдок;прибалт
тимурбек похуй это пидорас усманов который обворовать россиюон враг русский народача гордитесьон врачучёныйкандидат наукнуть просто гандон который обворовать русскихгт возмутить страна небыть убийствэтый черножопый пидорас который убивать русский земля русскиеэтый рамка лезести это намного большой узбек трамватология морг оказываетсянарод взводеубивать свой земля русскийя русски понимать отправлять видео всё ровно игнорировать;прибалт
сестра очень нетипичный вкус литература например мжд фольклор древний манси любовный роман выбрать первый;прибалт
азрет вк кумык среди друг позвать спор затянуться хотеться скорее свернуть понялчто буйнакск кумык тюрк позиционировать ладный против раскол республика точтоб кумык прогибалиськогда аврский комёрса скупать окрестный земля сесть;прибалт
фонд черкесский культура адыг тема неделя симфония кавказ москва вчера симфония кавказ москва адыгский национальный напев прозвучать большой зал московский консерватория народный артист кабардино балкария ссылка fond adygiru нравиться поделиться;калмык
очень понравиться ответ вопрос угодить путин цитата угодить угодить инородец который возомнить соль россия весь плесень культивироваться запад дать шапка завороваться родственник попереть полиция оторвать кормушка святой верить интернет весь хомяк который писать пакость деньга свой тупость беременная коль пинать тысяча смывать труппа день нощно вывозить ботало враг порядочность конец цитата;калмык
нация ненавидеть слышать негативно относиться хакас бурят казах алтаец якут;монгол
ибрагим например махачкала пример язык аварский кумыкский перепись население год аварец % кумык % даргинец % лезгин % разумеется это должный ущемлять свой законный право;монгол
уважаемый друг ноябрь год кумторкалинский район селение коркмаскать состояться круглый стол организовать мроо оьзден событие посвятить важный насущный вопрос кумыкский народ обсуждение принять участие наш уважаемый аксакал общественный деятель центр внимание актуальный вопрос касаться социально экономический положение наш народ показать полностью круглый стол пройти адрес село коркмаскать кумторкалинский район рд начало весь вопрос обращаться fknka wwwfknka ozdenru уважение руководитель пресс служба мроо оьзден джамиль асмановый httpinstagramcompvuvjzte;литовец
ответ распиздяев вопрос почему почему бояться еврейский националист нанайский татарский чеченский протчий нацмен бояться русский националист следующий наебали бояться наказать;литовец
взгляд нацвопрос совет решить принципиально массовый мордобой нацпочва непримиримый осетин грузин год дружба жить вероисповедание помеха демократ сделать убрать объединять весь стержень получить аллах акбар карабах цхинвали стремление некоторый попрыгать уважение полдюймовый;литовец
дмитрий яфашист похуй руснюя белый людей русак флаг кельтский крест нацианалистический хуетой жопа вытирать;алтаец
ежегодно первый число май наш клуб проводить внедорожный соревнование приурочить день возрождение карачаевский народ год стать исключение обычно место проведение трек склон гора вблизи гчеркесск это год захотеться разнообразие подумать решить организовать это дело недалеко густь джегут прежде приглашать гость попробовать продолжение большой видео;алтаец
silent hamster хант манси это северный народность предок современный венгр чум стоить мэрия будапешт банк очень надёжный;алтаец
андрей астана извинить парень просто русский фашист довести служить армия казах ещё извинить;алтаец
вини тыдура черноопаяпонаехать намк русский вести тихонькокак привыкнуть кишлакетвоий мнение никто спрашивалидеть продавать джинсыкурткиовощифруктыва это созданый забывайнанайский девочка август напомнить себетащить свой блондинистый братьева ваш тухлый нация прятаться деньнуть подвести пацановма чечня сколько долбить блондинов москва подароквесить аул тащиу пацан голодный будутс горкорочевсех спускать москвовать гостиница арендовать суткибольше потребоваться;алтаец
лена прокурор артур токио акакий ваш пидарас отношение невходить человек стволовой клетка брать пидараск роменскай лоханева отравлять самый гагауз молдован художник жить зоомагазин кранты кран стать думать лена прокурор изба охотничий скоро заработать жулик посетитель смотреть гавный пить чай кислый ваш рот выести;алтаец
русский объединять столь разный воспитание биография заслуга человек грузин иосиф джугашвили армянка маргарита симоньян еврей анатолий вассерман чеченец рамзан кадыров оглядка пресловутый гаплогруппа который всё равно никто черта понимать отвечать всё русский всё больший малый степень заслужить это высокий звание свой реальный дело направить благо россия укрепление её суверенитет стоить rt маргарита симоньян который идеологический фронт одиночка успешно противостоять весь мощь пропиндосовский западный сми предлагать весь желать продолжить список свой разумение свой предпочтение продолжать;манси
власть мурманский область вмешиваться деятельность общественный организация саам акс телефонный право выше закон;кавказец
увольнять поликлиника место азиат работать спросить весь путинский режим согласиться лечиться азиат развал российский медицина идти семимильный шаг;чуваш
паблик олег мархеева ной мочь хороший девчонка бурятка глаз словно ночь губа сладкий волос чёрный спадать плечо ямочка щёчка медовый речь показать полностью кровь горячий табунщик конь душа чистый пылать огонь бывать прекрасный порой азиатка мочь хороший девчонка бурятка олег мархеев нравиться поделиться;литовец
madina митинг киев вроде проводить любой случай абхаз против признание знать борьба независимость просто интересно житель республика конфликт украина задумываться вообще нибыть абхазия;украинец
добавить немаловажный факт татарин башар считать являться фанатичный исламист заявлять именно причина известный фигуристка татьяна навка отказаться выйти замуж актёр принуждать принятие ислам звериный оскал бездарный расеянский ылита россия предать власть палач психически больной подпевала инородец страна высокий общество считать шут мочь великий жизнеспособный теоретически ждать положительный изменение близкий будущее ибо это нужный дворянин дворовый;чурка
ген чечня писать масса свой мечтать убивать украинец мечтать вообще уничтожитькак нациюоставить пара сотня дебил манкурт наподобие верка сердючка именно должный хахол малароса унтерменша сальный мечта среднестатистический кацап;чурка
рома владикавказ смотреть брат друг осетия культура адыгский народ постоянно рассказывать возможность ява показать;гагауз
китай против референдум случай крымомc httpitar tasscommezhdunarodnay узкоглазый подлецыть день;прибалт
толкнуть узкоглазый алкаш спина еблом газон уйти нех ссать асфальт метро ненавидеть алкаш сжигать;прибалт
рубрика сомнительный достижение азиат сделать комплимент макдак лола;чучмек
виктор мочь выходить кондитер возможно выходить хохлов любой случай учиться стоить свой митинг против коррупция янукович памятник ленин русский язык против ещё однако это подумать евросоюз который никто брать это всё знать украинский мов который мнение волшебный образ мочь изменить хороший общий сказать нужно знать бороться нужно менять лондонец например выступить доступный образование это хохол учиться стоить;узкоглазый
цитата лом цитата абстрактный кот тратить время жёлчь ненависть направление продолжать общение никакой время хватить остановиться хороший обсудить украинец общаться россиянин наоборот;карел
кодекс честь хакасский народ издать хакасия автор являться общественный деятель владислав торос это сообщать издание regnum ссылаться глава регион;карел
россия выйти улица факел ночью скандировать смерть бурят алтаец чемоданвокзал монголияз это россия садить тюрьма особо рьяный надолго никакой оправдание тип бурят убилиот срок спасти украина лично противно ваш мнение решать ваш странето почему оно должный значить мочь это причина нынешний российский нелюбовь украинец господин украинцыв пробовать поискать причина преждечь обвинять;карел
historian ноябрь писать opamp ноябрь писалрумыния корень который брать начало влад цепеший – дракула детство мамалыжник мразь ещё боярство играть задний место цена ещё николай недалёкий ii настаивать авторство определить говорить дивизия который необходимый любой независимо чей сторона румыния воевать вроде италия это говориться это говориться румыния сказать это практически одновременно русский немецкий генерал первый мировой;карел
нечего удевительный пётр издать указ байкал должный поселиться руский поселенец бурят изначально просто жалеть ссыльный крестьянин пат просьба царь выделять участок казак гос крестьянин далее вообще начать политика колонизация всё это привести г повсеместный убийство бурятский летник апогей стать репрессиигеноцидагга итог бурятский население уменьшиться половина тыс тыс чел сибирмить;карел
однако территория новороссия это ставропольский край ростовский область краснодарский край следовательно лугандон расширяться предел вытеснять притеснять называть инородец моссад сбу фсб должный делать;карел
денис это сказать приехать дагестанулус калмыцкий ненец чум соц идея мягко лечь общинный великорусский гуманный мораль выделять титульный нациюконечный москва страшно бродить среди ночной гость поселенец это спасибо коррупция росс чиновник взятка заставлять москва пухнуть приезжихно черносотенный идея оставьэтый глупостьиначе сгореть всё чёрт собачьимведь именно это рассчитывать наш враг б скрутиться клубок нац вопрос;карел
ответить ещё воздух пользоваться запретить помнится абхазия говорить самый абхаз осаждать просьба грузия вернуть всё назад пара тройка год европеец летать это временной трудность;карел
лезгияр смешивать муха котлета причём власть дружба народ власть стоить шайка даргинец бандюгановполучаться это поводчтоба ненавидеть весь даргинец виноватый простой человек каждый рваться власть ради свой выгоды тогочтоба принести польза свой республика вообще разница стоить власть даргинец лезгин дербент мэр лезгин это лёгкий зажиться крахаборкак это мэр лезгин сделать город палец палец ударить дербент средневековье остаться человеческий порок нация ваш воображать республика проблема мочь большой;украинец
пост советский территория править олигархический интернационал олигархический интернационал рф форбс г славянин русский белорус украинец – человек млрд еврей еврей ашкеназ горский еврей – млрд кавказец азербайджанец ингуш аварец осетин кабардинец аварец лезгин курд езид грузин – млрд тюрк татарин узбек – млрд литовец молдаванин иорданский араб немец – млрд самый богатый человек великобритания также российский федерация узбек алишер бурханович усманов;украинец
phoenix народ сибирь прекрасно жить дело приезжать сибирь хант манси башкир татарин якут тд тп религия весь свой мешать министр оборона шойгу коряк национальность уважаемый россиянин мужик дорасти запад россия свой фальшивый демократия завидный;украинец
иван большой липа интернет смотреть русский резать путин б посадить кадыров отец боевик боевик сказать просто отсаедениться хотеть россия всё республика украина белоруссия далее отсоеденить маленький чечня разрешить начаться война война жертва против народ который страна жить ругать хороший б прибалт украинец европеец ругать который весь мир русский позорить;калмык
людмила многое забывать забывать год финн растрелять анненский укрепление тысяча выборжанин среди который десятилетние ребёнок настоящие патриот наш город установить памятный крест забывать финский армия осуществлять блокада ленинград погибнуть сотня тысяча ребёнок старик голод холод любитель финн готовый зад облизать житель соседний государство хотя старательно вылизывать чухонец остаться человек третий сорт;калмык
алексей повторять читать история тупой приблизить екатерина повторять русский жить балтика чёрный море пётр просто вернуть земля путин возвращать новороссия вернуть прибалтика тупой прибалт вечно проститутка хохол;калмык
воистину россия понять вроде кругом кричать диктатура кровавый режим менее дура форум свободно постит статейка черножопый инородец который русский поголовно объявляться дурак всё нормально всё спокойно читать интересно америка говорить ирак заржаветь неправый ia;калмык
