source_text;ethno
[ [ id314115725|гусейн ] , кумычка , пять поколение , уважать ( точнее относиться уважительно ) лакец , < b > аварец < /b > , даргинец , лезгиновый , весь человек , зависимость нация религия . < br/ > понятие , плохой нация , понимание плохой человека.пусть сто плохой нация попасться , сто превыя хороший . < br/ > судить нация человек судить надо.ич это всевышний , судья . < br/ > благоразумный , всё человек , всё брат сестра;калмык
[ [ id147519995|марчелло ] , богатый земля , огромный территория , русский право иметь , территория официально закрепить нет-весь русь принадлежать русский , кой образ ? < b > казах < /b > , узбек , таджик , киргиз еврей сво еврейский территория.кстати полный путаница , всё это россия ? получаться русский некий виртуальный собщество.нужный ставить вопрос пересмотр деление территория исделать толькорусский конституция закрепить это. всё таки жидов кормушка убрать ?;калмык
[ [ id251645103|альбина ] , зеркало смотреть стыдно ? ! пишут.всякий ингушский чёрт пастись муха говно твой страничка слетаться плевать ! показать страничка ингушка писать < b > осетин < /b > спокойно это смотреть удалять ? ничтожество тьфу блядь;калмык
[ [ id10722607|ильдар ] , причём золотой орда ? хотя свой история татарский изучить : ) < br/ > < br/ > алтайский татарин — устаревший название алтаец . < br/ > горский татарин — устаревший название балкарец карачаевец . < br/ > дагестанский татарин — устаревший название кумык . < br/ > енисейский ( минусинский , абаканский , ачинский ) татарин — устаревший название хакас . < br/ > кавказский ( закавказский , адербейджанский , азербайджанский ) татарин — устаревший название < b > азербайджанец < /b > . < br/ > кундровский татарин — устаревший название карагаша . < br/ > кузнецкий татарин — устаревший название шорец . < br/ > ногайский татарин — устаревший название ногаец . < br/ > черневый татарин — устаревший название тубалар . < br/ > чулымский татарин — устаревший название чулымец .;поляк
< b > азербот < /b > дербент настать конец скоро ... обращаться лезгинский девушка иметь отношение < b > азербот < /b > позорить наш нация ! ! ! !;поляк
сталин говорить : русский грузин ! русский это прилагательное ! национальность . ант , скиф , тюрк , помор , полех , кержак , поляк ( алтай ! ) , ещё сотня ... всё русский , вместе таджик , грузин , узбек , < b > абхазец < /b > , казах ( казачийстан ) ? ?;казак
< b > русский < /b > < b > народ < /b > напрягать изнеможение всё свой сила борьба фашистский германия , сталин найти возможность средство ущерб фронт депортировать татарин крым . это требоваться больший заслуга , свой страна , фашист . , народ считать россия свой родина , сотня год нападать её предел , < b > < font color=\ # e42217\ '' > грабить < /font > < /b > убивать < b > русский < /b > < b > человек < /b > , уводить полный . исторический память сей пора отравлять кровь ненависть . никак мочь смириться , большинство население крым - русский . < a href=\ '' http : //rusvesna.su/news/1440313468\ '' target=\ '' _blank\ '' > < u > http : //rusvesna.su/news/1440313468 < /u > < /a > # cc-32043191 '';казах
исполнять обязанность губернатор область александр козлов заочно поздравить < b > эвенк < /b > 80-летнем… < a href=\http : //instagram.com/p/6tl1d0kz0l/\ '' target=\ '' _blank\ '' > < u > http : //instagram.com/p/6tl1d0kz0l/ < /u > < /a > '';казах
подрывать свой пропаганда молодой < b > азербайджанец < /b > должный дружить учиться ! ! ! мочь свой школа выгнать наш учитель поставить туда армяшка ? ! думать ...;казах
рамазан , знать многий дагестанец , шуметь гадить , работать жить спокойно хамить право свой предъявить ! сторона видный . также знать русский кизляр детишки , дом свой машина , жить спокойно . < b > аварец < /b > имя руслан сказать , недолюбливать горец , потомучтый говорить делать всё равно делать свой , слово стадо баранов;казах
[ [ id205827091|сонить ] , кроме али , альберт дугулубковый никто знаю.мах пока боец мма.ести начать перечислять мощный талантливый даргинец час прийтись потратить , остальной дагестанец < b > чеченец < /b > вообще молчу.так-то ингуш 500 000 , последний пара год дать российский мма брат яндиев , юнус евлоева , ингисхан оздоева ещё 4-5 интересный бойцов.деть количество , школа .;казах
< b > карельский < /b > < b > ребята < /b > учиться олег табаков < br/ > < br/ > 24 ребята , набрать московский театральный школа известный актёр , режиссёр педагог , двое – наш земляк . < br/ > < br/ > < a href=\http : //ptzgovorit.ru/content/karelskie-rebyata-budut-uchitsya-u-olega-tabakova\ '' target=\ '' _blank\ '' > < u > http : //ptzgovorit.ru/content/karelskie-rebyata-budut-uchitsya-u-olega-tabakova < /u > < /a > '';кабардинец
основный масса кумык проживать дагестан . значит назвать кумык дагестанец , основный исторический территория проживание кумык находиться дагестан . < br/ > логично . < br/ > ! < br/ > \дагестанец\ '' перевести < b > горец < /b > , житель горный страна ( тур : даг-гора стан-страна ) , однако кумык называть < b > горец < /b > , наоборот житель равнина , плоскость ( слышать версия слово кумык- образоваться слово хум ( песок ) , песок побережье , равнина ) . поэтому определять дагестанец , подходить понятие этимологический '';казак
[ [ id245715139|алан ] , это \а рассказать подробный это : фарид ингушский < br/ > женщина имя аби . время битва < b > черкес < /b > . вызывать самый сильный ингуш . мочь плечо понести корова бык . её отправить мужской одежда тип это мужик . победить узнать , это женщина испугаться подумать : \ '' сильный женщина , мужчина . \ '' битва это холм , честь назвать холм.\ '' '';казах
[ [ id251717083|магомед ] , чеченец кавказец делиться всё вместе воевать < b > аварец < /b > чеченец адыг плечо плечо друг друг перекрывать единственный место чеченец отдельно воевать это имам уехать чечня это воспользоваться русский отоковать бена 1700 чеченец разбить 33000 тысячная армия забрать плен 1500 солдат это узнать шамиль сразу двинуться чечня дойти русский убижать;аварец
гора машук пятигорск . < br/ > высота 993,7 м. памятник природа . < br/ > < br/ > название гора связывать горский легенда прекрасный девушка машукий , плачущий убитый старый эльбрус жених тау . объяснение происхождение название кабардинский слово « маш » — просо « » — долина , долина , сеять просо . < br/ > < br/ > версия , гора получить название имя < b > карачаевец < /b > мечук хубиев . легенда « гора машук » повествовать , житель большой карачай мечук ( машукий ) хубиев из-за кровный месть переселиться кабардинский сесть район современный пятигорск . машукий непревзойдённый мастер оружейный дело .;аварец
300 ненецкий ребёнок доставить тундра школа 1 сентябрь;аварец
[ [ id253216990|иван ] , дорогой друг ! < br/ > 27 август площадь мария отправляться автобус город майкоп . группа молодой ребята , который заниматься организация джэг каждый среда нальчик хотеть организовать вечер молодёжь город майкоп . поездка- это желание укрепить связь < b > адыг < /b > стремление единение . всё желать мочь принять участие поехать . автобус . просьба взять адыгский флаг , касаться одежда , постараться соответствовать норма наш хабзэ .;аварец
[ [ id97339440|therapy ] , < b > жид < /b > это понять1 это новый россия , 17-год . сти твой любимый путин медведев это прийтись признать скрепить зуб . еврейский фашизм ! унести невинный жизнь большой второй мировой . начинать иудейский семейка ельцын последователь китай сингапур идиот понятно , россиякать жопа вор сердючка , чубайс , васильев орден давать . васильев вообще осовободить орден иметь ? ? ? ? < a href=\http : //cs624122.vk.me/v624122771/43016/k2myvoqffxq.jpg\ '' target=\ '' _blank\ '' > < u > http : //cs624122.vk.me/v624122771/43016/k2myvoqffxq.jpg < /u > < /a > '';аварец
[ [ id255895406|андрей ] , узнать девальвация , хуйня писать . жопа страна 17-год грабить , вместо , заниматься сельский хозяйство экономика , кризис больно ударить большинство население . назарбаев девальвация пройти 25 % человек сделать компенсация , жидо-охаметь влсть россия большой 100 % девольвацть пройти наглый честь совесть свомь картавый рожа весь говорить , всё < b > < font color=\ # 41a317\ '' > отлично < /font > < /b > < b > жид < /b > < b > < font color=\ '' # e42217\ '' > плохой < /font > < /b > < b > < font color=\ '' # 41a317\ '' > хороший < /font > < /b > ! ещё напища путин медведев вчий виноватый свой жидо -русофобский окружение . '';казах
артур знать происхожление время война это обычный реакция действие времена.сейчас баку это самый развитый город кавказ целое регионе.ести пытаться высосать проблема палец это личный обида.учитывать армения кроме < b > армянин < /b > никто жить азербайджан фон страна это оплот толлерантность . < a href=\http : //izrus.co.il/dvuhstoronka/article/2015-08-25/28640.html\ '' target=\ '' _blank\ '' > < u > http : //izrus.co.il/dvuhstoronka/article/2015-08-25/28640.html < /u > < /a > # cc-32194365 '';казах
понять , связь гулиев поставка горючее фронт 1942г. ? < br/ > < br/ > рассуждение сделать вывод , выходец страна антигитлеровский коалиция , достойный глава администрация район , потомок нация воевать сторона гитлер ( например финн ) - достойный . < br/ > высказывание житель район адрес гулиев , свидетельство метелевский , < b > < font color=\ # e42217\ '' > раздражать < /font > < /b > < b > азербайджанец < /b > , провоцировать межнациональный конфликт , назначать глава русско-карельский население , < b > азербайджанец < /b > ? привести статистика : азербайжданин чечня русский власть ? '';казах
думать , история правдивый < br/ > ( немного перебрать : любить махачкала мать родный ) < br/ > , всё именно обстоять < br/ > республика всякий < b > таджик < /b > , вьетнамец , узбек подобный < br/ > русский гнать ? < br/ > продолжать дух , несколько год народ начать вытеснять наш родина < br/ > иммигрант;казах
[ [ id204419143|бабек ] , очко закрыть гнида сдохнуть свой изербаджан ... путин давно армянин перо резать мразь ! ! ! пора стать мужик ? ? ваш девушка приезжать дагестан гулят мужик это означать < b > азербот < /b > < b > < font color=\ # e42217\ '' > пидарас < /font > < /b > ! ! '';казах
влади ? мир вася ? льевич квачко ? мировой сатанист ! < br/ > ответ журналист - еврей , грузин , < br/ > армянин , азербаджанец , < b > негр < /b > , < br/ > китаец , относиться коренной народ росий ! < br/ > черножопый являться коренной житель россия , пустить лишь погреться ! < br/ > дагестанец относиться коренной народ россия , < br/ > путать дагестанский народ черножопый чербан который вести нагло наулица москва . различие ! < br/ > влади ? мир вася ? льевич квачко ? ( родиться . 5 август 1948 , < br/ > посёлок краскин;осетин
гагаузия . южный часть республика молдова . турок , < b > болгарин < /b > , молдаванин , наравне гагауз составлять население маленький , очень гостеприимный земля . всё южанин , гагауз любить долгий обильный застолье . < br/ > < br/ > наряду традиционный буджакский явствами , гагаузский кухня содержать блюдо европейский молдавский кухня . многие её ингредиент взять турецкий кухни.самый главный любимый продукт житель буджак – баранина . готовить по-особому , использовать подзабыть народный рецепт особый южный приправа , собранный подготовить собственноручно . очень популярный шурпа , именно наваристый суп баранина овощ корнеплод . болгарский кухня позаимствовать запечь ножка ягнёнок по-георгиевск . < br/ > < br/ > любить гагауз красивый название . прислушаться : кывырма , булгур , манджть , гёзлемя , курбан , сарма , калля , кабакл , геврека . вкусно !;осетин
социальный `` бомбёжка '' рф успешно заниматься мендель~медведеть . боеприпас поставлять наебулин цб рф . операция развал армия кодовый название `` табуреткин '' пройти успешно . пенсионный фонд рассчитывать размер пенсия уровень детский учреждение < b > < font color=\ # e42217\ '' > дебил < /font > < /b > , балл . батальон < b > жидов < /b > `` гайдар '' подорвать основа государственный фундамент развитие обнулить накопление гражданин рф утроить колличество нищий уничтожить промышленный отрасль . , смешно ? недолго ржак длиться . '';азербайджанец
купа гениальный писать : палач писать : спарк писать : < br/ > < br/ > советский время -- нормально относиться . < br/ > < br/ > < br/ > нахрен ? < br/ > < br/ > интересовать - почеу онный товарищ всё время русско петь ? < br/ > < br/ > , принцп ответ знать .... < br/ > < br/ > почему ? < br/ > < br/ > < br/ > петь чеченски - понять < b > аварец < /b > , аварски - понять табаласарец , табаласарски - понять лезгин ? < br/ > < br/ > агитация должный понятный . < br/ > < br/ > чувачок виновный очень большой число человек;азербайджанец
дать исчезнуть марийский народ вчера йошкар-ола , дом правительство марий эл , пройти митинг « защита марийский народ исчезновение , сохранение традиция культура , защита нарый ...;азербот
конфуз произойти концерт посёлок фиагдон северный осетия < br/ > онфуз произойти концерт посёлок фиагдон северный осетия . скандальный инцидент закончиться гастроль певица бьянка северный осетия . время концерт 29-летний артистка ресторан селение фиагдон разгорячить зритель метнуть девушка ботинок свой нога . выясниться , способ < b > осетинский < /b > < b > парень < /b > выразить свой отношение звезда , исполнять сцена время пение слишком откровенный танец .;абхаз
[ [ id28202832|катюшка ] , чурка любить свой девушка относиться строго , постель почему хотеть видеть русский девушек.ич наш девочка неадекватный , готовый сникерс лечь кровать черножопый мразь . подумать , националист , куча друг казах , узбек , < b > азербайджанец < /b > , всё < b > < font color=\ # 41a317\ '' > хороший < /font > < /b > человек . дело нация , каждый нация реально отморозок , хороший человек . '';абхаз
послать втроём сестра , близкий кфс м.новое черёмушки , решить поесть \остренького\ '' , заказать , едим-и подсаживаться русский мужчина , сесть негде , против , ввиду свой свой воспитанность возраст подвинуться , началось-вопрос откуда , красивый грамотный русский речью-сестрёнка всё подробно рассказать , процитировать пушкин , зал сидеть < b > азиат < /b > , далёкий больше-он оказаться пьяный , \ '' понеслось\ '' него-в итог \ '' прогнала\ '' культурно , начать весь зал орать , калмык \ '' сякие\ '' , сестрёнка сдержаться , закатать рукав пиджак размах врезать , ещё вслед сумка ударить , весь зал молчать , мужчина вступиться , угрожающе рука размахивать , всё \ '' мужчины\ '' молча наблюдали.вывод:1 ) зал калмык мужика.2 ) калмычка обида дать , беречься '';абхаз
[ [ id54416534|кир ] , дагестанский язык существовать начать это , аварский , лезгинский , даргинский , кумыкский язык дагестан . рассчитывать написать сюда . никто говорить разговаривать английский , международный . русский далеко уехать предел россия ? ) ) весь мир английский язык . говорить . почему группа 80 % < b > адыг < /b > , мочь говорить родный язык ? человек инородец , написать друг язык . никакой проблема . считать бессмысленный спор . учить адыг жить язык говорить , послать далеко долго . мир .;абхаз
внешне похожий многие , это следствие соседство горский народ скорее весь приобрести кавкасионский черта . кумык сильно перемешать прибрежный полоса даргинец , буйнакский кизилюртовский район < b > аварец < /b > . степной кумык , например бабаюртовский район , немного отличаться ) < br/ > повод карачаевец балкарец сказать мочь , гора жить , антропологически кавкасион , просто говорить тюрский язык .;эвенк
карта первый вшивый твой лакец населять весь верхний часть долина хотя это ложь селение лакский переселиться хребет верхний жить рутулец зребтом арчинец гуниб т.д < b > аварец < /b > . село нижний катрух переселить тюркоговорящий переселить версия , 2-4 тухум лезгинский столько рутульский большой также лакский ширванский перс тюрк говорить тюрскский язык записать азер хотя некоторый записать лезгин устраиваться работа предел район;азербайджанец
[ [ id137291439|паветь ] , простить дебил свет видывать ! ! . год основать государство россия ? федерация ? ? идти < b > монгол < /b > хер вднх учить матчасть ! !;азербайджанец
настоящий время азербайджанский язык иметь статус государственный язык дагестан [ 51 ] . дагестанский < b > азербайджанец < /b > иметь собственный газета « дербент » журнал родный язык , школа , занятие проводиться наазербайджанский язык . 1978 год республиканский радио функционировать отдельный редакция вещание азербайджанский язык ( 30 минута ежедневно , начинать 1986 год вестись трансляция передача азербайджанский телевидение ( объём 6340 час . год ) [ 52;аварец
дебильный пост , действительно . следовать , нальчик жить < b > кабардинский < /b > < b > народ < /b > , балкарец , русский тд , второстепенный ... вообще , слово \обрусенцы\ '' ? корона небо ещё подпирать ? автор советовать изучать история кабарда , пусть изучить следовать , прежде заявлять национальный принадлежность коренной народ . '';аварец
[ [ id81672908|рашад ] , идти торговать рынок арбуз ... твой брат < b > азербот < /b > базар москва торговать арбуз ... почему ? ваш изербаджан работа хотеть отдельный государство получить живить изербаджан потерять россия ? ? ?;чеченец
заметка весь , нужно различать дагестанский азербайджанец азербайджанский , отличие азербайджанский лезгиновый , < b > аварец < /b > тд который перееселенца дагестан , дагестанский азербайджанец азербайджан иметь отношение , дагестан несколько вид азербайджанец который разный обычай , диалект азербайджан связывать название нация , кухня язык схожий , лично свой район ( терекема ) мочь сказать азербайджан никто наш род , именоваться азербайджанец стать поздний , советский союз , псспорт начать писать национальность;чеченец
[ [ id269426099|элина ] , кавказ однородный национальный аспект , языковом.ич кавказ ( северный южный ) присутствовать множество языковой группа < br/ > нахско-дагестанский который относиться чеченец , ингуш , лезгин , даргинец , лак , аварец < br/ > абхазо-адыгеский язык , который относиться адыг , черкес , кабардинец , карачаевец , < b > абхаз < /b > , абазин < br/ > картвельский , грузин , мегрел , сван , лаз < br/ > тюркский , азербайджанец , балкарец , кумык < br/ > индоевропейский , армянин осетин;чеченец
[ [ id235704070|араксия ] , внимание == & gt ( статья 280.1 , ук рф ) ... армянский сепаратизм , национализм дешёвый провокация дагестан северный кавказ имя народ , особенно имя лезгин , < b > аварец < /b > , талыш пройти ! ! ! это российский закон тяжкий преступление угроза российский федерация ! ! уверенный , в.в.путин , фсб , мид , мвд , ген . прокуратура рф должный уделять вопрос серьёзный внимание ! армянский дешёвый провокатор свободно распространять идеология сепаратизм всё территория рф ! ! ! слава рф ! копия направить 500.000. адрес !;горец
репост ! < br/ > наш < b > литовский < /b > < b > друг < /b > pasidaryk pats records x161x records делать трибить toro bravo , легендарный oi ! банда вильнюс . всё желать принять участие это сборник писать pasidarykpatsrecords @ gmail.com , 161crew @ riseup.net пометка \toro bravo tribute\ '' . сбор песня продолжаться 31-ого октябрь . '';горец
[ [ id318491037|алихан ] , лето 1992 год сторона < b > азербайджанец < /b > воевать порядок 400 чеченский боевик руководство басаев . 3-й июль 1992 год время операция освобождение село кармраван многие убить , 120 попасть плен , шамиль басаев большой вернуться карабах [ 19 ] .;горец
[ [ id25949078|жумабек ] , твой мать умник бля , твой логика < b > таджик < /b > самый великий нация , пустить твой казахстан пол дагестан пол чечня , че остаться;черкес
спасибо посмеяться ) ) назаренко видать клинический случай ) ) < b > азиат < /b > 20 год жить свинарник дикий улица мести ) ) посмотреть жить махачкала просто ужас наверно это виноватый рузка свинья ) ) самый главное почему всё ошиваться среди рузкий свинья ...... логика ?;черкес
[ [ id266155873|kenan ] , сложиться развал ссср . миг-29 базироваться азербайджан , поэтому достаться < b > азербайджанец < /b > . нужный самолёт армения . армения нуждаться штурмовик су-25 возможность купить новый штурмовик як . кстати , единственный миг , который — миг 25 угнать ) нужный . сколько ваш самолёт похоронить время война - бог знать .;аварец
, некоторый производитель торговать арбуз добавление красный пищевой краситель . безвредный ( некоторый случай ) , смысл никакой . < br/ > брать рекомендовать брать арбуз перекрёсток московский , филатов лавреньтев , < b > азербайджанец < /b > имя афиг ( ещё кузов газель написать \половина мёд , половина сахар\ '' ) . < br/ > очень вкусный качественный арбуз дыня . '';аварец
хаджимурат асхабович курахмаев ( 3 декабрь 1979 год — 12 август 1999 год ) — герой российский федерация ( 1999 год , посмертно ) . национальность < b > аварец < /b > . < br/ > < br/ > время вторжение чеченский международный террорист дагестан август 1999 год отказаться покинуть родный село . село вступить боевик , войти доверие , позировать видеокамера оружие рука . ночью завладеть автомат ? боевик уничтожить четверо . однако пятый террорист успеть застрелить хаджимурат . < br/ > < br/ > указ президент российский федерация , курахмаев , мужество героизм , посмертно присвоить звание герой российский федерация 26 август 1999 год .;аварец
