source_text;ethno
альбина , ты на себя в зеркало смотреть не стыдно ? ! ты что только не пишут.всякий ингушский чёрт у ты пастись и как муха на говно на твой страничка слетаться и ты плевать ! показать я хоть один страничка ингушка чтоб у она такой писать осетин и она спокойно на это смотреть и не удалять ? ничтожество тьфу блядь;калмык
ильдар , причём здесь золотой орда ? ты хотя бы свой история татарский изучить : ) алтайский татарин — устаревший название алтаец . горский татарин — устаревший название балкарец и карачаевец . дагестанский татарин — устаревший название кумык . енисейский ( минусинский , абаканский , ачинский ) татарин — устаревший название хакас . кавказский ( закавказский , адербейджанский , азербайджанский ) татарин — устаревший название азербайджанец . кундровский татарин — устаревший название карагаша . кузнецкий татарин — устаревший название шорец . ногайский татарин — устаревший название ногаец . черневый татарин — устаревший название тубалар . чулымский татарин — устаревший название чулымец .;поляк
азербот дербент настать конец скоро ... и обращаться к лезгинский девушка не иметь отношение с азербот не позорить наш нация ! ! ! !;поляк
сталин говорить про себя : я русский грузин ! русский это прилагательное ! нет и не быть такой национальность . ант , скиф , тюрк , помор , полех , кержак , поляк ( алтай ! ) , и ещё с сотня ... и всё мы русский , вместе с таджик , грузин , узбек , абхазец , казах ( казачийстан ) ? ?;казак
когда русский народ напрягать до изнеможение всё свой сила в борьба с фашистский германия , сталин найти возможность и средство в ущерб фронт депортировать татарин из крым . для это требоваться больший заслуга , но не перед свой страна , а перед фашист . впрочем , этот народ никогда не считать россия свой родина , сотня год нападать на её предел , грабить и убивать русский человек , уводить они в полный . исторический память до сей пора отравлять они кровь ненависть к мы . никак не мочь смириться с тем , что большинство население крым - русский . http : //rusvesna.su/news/1440313468 # cc-32043191 '';казах
исполнять обязанность губернатор область александр козлов заочно поздравить эвенк с 80-летнем… http : //instagram.com/p/6tl1d0kz0l/ '';казах
ты подрывать свой пропаганда молодой азербайджанец к тот что они должный дружить и учиться у они ! ! ! мочь мы из свой школа выгнать наш учитель и поставить туда армяшка ? ! не думать ...;казах
рамазан , я знать многий дагестанец , они у мы не шуметь не гадить , работать жить спокойно и если кто то из они хамить и быть не право то свой же он предъявить ! я с сторона видный . я также знать русский с кизляр у они много детишки , дом свой и машина , жить спокойно . я как то один аварец по имя руслан сказать , что недолюбливать горец , потомучтый они говорить что нельзя так делать а они всё равно делать по свой , один слово стадо баранов;казах
соня , кроме али , альберт и дугулубковый никто не знаю.мах пока не боец мма.ести ты начать перечислять мощный и талантливый на один даргинец час прийтись потратить , а про остальной дагестанец и чеченец вообще молчу.так-то ингуш 500 000 , но за последний пара год они дать российский мма брат яндиев , юнус евлоева , ингисхан оздоева и ещё 4-5 интересный бойцов.деть не в количество , а школа .;казах
карельский ребята быть учиться у олег табаков из 24 ребята , набрать в московский театральный школа известный актёр , режиссёр и педагог , двое – наш земляк . http : //ptzgovorit.ru/content/karelskie-rebyata-budut-uchitsya-u-olega-tabakova '';кабардинец
ну основный масса кумык проживать в дагестан . значит можно назвать кумык дагестанец , так как основный исторический территория проживание кумык находиться в дагестан . логично . но ! \дагестанец\ '' можно перевести как горец , житель горный страна ( тур : даг-гора стан-страна ) , однако кумык не называть себя горец , наоборот житель равнина , плоскость ( я даже слышать версия что слово кумык- образоваться от слово хум ( песок ) , а песок он у побережье , то есть на равнина ) . поэтому определять мы дагестанец , не подходить даже с понятие этимологический '';казак
алан , я про это \а ну рассказать я подробный вот про это : фарид ингушский быть женщина по имя аби . в то время быть битва с черкес . вызывать самый сильный ингуш . а она мочь на плечо понести корова или бык . и вот её отправить в мужской одежда тип это мужик . и вот она победить и когда они узнать , что это быть женщина они испугаться и подумать : \ '' если у они такой сильный женщина , то какой же у они быть мужчина . \ '' и битва быть на это холм , в честь она так и назвать этот холм.\ '' '';казах
магомед , там чеченец с другой кавказец не делиться всё вместе воевать аварец чеченец адыг плечо к плечо друг друг перекрывать единственный место где чеченец отдельно воевать это когда имам уехать из чечня тогда это воспользоваться русский и отоковать бена тогда 1700 чеченец разбить 33000 тысячная армия и забрать в плен 1500 солдат когда о это узнать шамиль он сразу двинуться в чечня но дойти когда русский уже убижать;аварец
гора машук в пятигорск . высота 993,7 м. памятник природа . название гора связывать с горский легенда о прекрасный девушка машукий , плачущий о убитый старый эльбрус жених тау . есть объяснение происхождение название от кабардинский слово « маш » — просо и « к » — долина , то есть долина , где сеять просо . по другой версия , гора получить название по имя карачаевец мечук хубиев . легенда « о гора машук » повествовать о тот , что житель большой карачай мечук ( машукий ) хубиев из-за кровный месть переселиться в один из кабардинский сесть в район современный пятигорск . машукий быть непревзойдённый мастер оружейный дело .;аварец
более 300 ненецкий ребёнок доставить из тундра в школа к 1 сентябрь;аварец
иван , дорогой друг ! 27 август с площадь мария отправляться автобус в город майкоп . группа молодой ребята , который заниматься организация джэг каждый среда в нальчик хотеть организовать такой же вечер с молодёжь город майкоп . этот поездка- это желание укрепить связь между адыг и стремление к единение . всё желать мочь принять участие и поехать с мы . есть автобус . просьба взять адыгский флаг у кто они есть , и что касаться одежда , постараться соответствовать норма наш хабзэ .;аварец
therapy , жид это не понять1 это я про новый россия , а так с 17-год . к сти твой любимый путин и медведев это прийтись признать скрепить зуб . о еврейский фашизм ! унести невинный жизнь большой чем в второй мировой . начинать с иудейский семейка ельцын и он последователь быть бы в китай и сингапур и идиот понятно , но россиякать жопа а даже такой вор как сердючка , чубайс , васильев орден давать . васильев вообще осовободить за то что она орден иметь ? ? ? ? http : //cs624122.vk.me/v624122771/43016/k2myvoqffxq.jpg '';аварец
андрей , узнать что такой девальвация , а потом хуйня писать . жопа страна 17-год грабить , вместо тот , чтобы заниматься сельский хозяйство и экономика , тогда бы этот кризис так больно не ударить бы по большинство население . у назарбаев девальвация пройти на 25 % и он человек сделать компенсация , а жидо-охаметь влсть в россия большой 100 % девольвацть пройти и этот наглый без честь и совесть свомь картавый рожа весь говорить , что всё отлично конечно жид чем плохой тем хороший ! ещё напища что путин и медведев не вчий не виноватый с свой жидо -русофобский окружение . '';казах
артур не знать кто ты по происхожление но в то время быть война и это обычный реакция на действие в тот времена.сейчас баку это самый развитый город на кавказ и в целое в регионе.ести кто то пытаться высосать проблема из палец о это он личный обида.учитывать то что в армения кроме армянин никто не жить то азербайджан на фон этот страна это оплот толлерантность . http : //izrus.co.il/dvuhstoronka/article/2015-08-25/28640.html # cc-32194365 '';казах
так и не понять , какой связь между гулиев и поставка горючее на фронт в 1942г. ? из этот рассуждение можно сделать вывод , что выходец из страна антигитлеровский коалиция , достойный быть глава администрация район , а потомок нация воевать на сторона гитлер ( например финн ) - не достойный . и если высказывание житель район в адрес гулиев , по свидетельство метелевский , так раздражать азербайджанец , то зачем быть провоцировать межнациональный конфликт , назначать глава над русско-карельский население , азербайджанец ? привести статистика : много ли в азербайжданин или в чечня русский в власть ? '';казах
не думать , что история правдивый ( немного перебрать : любить махачкала как мать родный ) но быть в тот , что всё именно так и обстоять у мы в республика всякий таджик , вьетнамец , узбек и они подобный а вы на русский гнать ? продолжать в тот же дух , и через несколько год этот народ начать вытеснять мы с наш родина и вот тогда мы быть иммигрант;казах
бабек , очко закрыть гнида сдохнуть в свой изербаджан ... если бы не путин вы бы давно армянин перо резать мразь ! ! ! вы с какой пора стать мужик ? ? ваш девушка приезжать в дагестан чтобы гулят с мужик это означать что азербот пидарас ! ! '';казах
влади ? мир вася ? льевич квачко ? в о мировой сатанист ! ответ журналист - не еврей , не грузин , не армянин , не азербаджанец , не негр , не китаец , не относиться к коренной народ росий ! этот черножопый не являться коренной житель россия , мы они пустить лишь погреться ! дагестанец относиться к коренной народ россия , нельзя путать дагестанский народ с тот черножопый чербан который вести себя нагло наулица москва . вот в чем различие ! влади ? мир вася ? льевич квачко ? в ( родиться . 5 август 1948 , посёлок краскин;осетин
гагаузия . южный часть республика молдова . турок , болгарин , молдаванин , наравне с гагауз составлять население этот маленький , но очень гостеприимный земля . как и всё южанин , гагауз любить долгий и обильный застолье . наряду с традиционный буджакский явствами , гагаузский кухня содержать блюдо европейский и молдавский кухня . многие её ингредиент взять из турецкий кухни.самый главный и любимый продукт житель буджак – баранина . она здесь готовить по-особому , использовать подзабыть народный рецепт и особый южный приправа , собранный и подготовить собственноручно . очень популярный шурпа , а именно наваристый суп из баранина с овощ и корнеплод . из болгарский кухня позаимствовать запечь ножка ягнёнок по-георгиевск . любить гагауз красивый название . прислушаться : кывырма , булгур , манджть , гёзлемя , курбан , сарма , калля , кабакл , геврека . вкусно !;осетин
социальный `` бомбёжка '' в рф успешно заниматься мендель~медведеть . боеприпас поставлять наебулин цб рф . операция по развал армия под кодовый название `` табуреткин '' пройти успешно . пенсионный фонд рассчитывать размер пенсия на уровень детский учреждение для дебил , в балл . батальон жидов `` гайдар '' подорвать основа государственный фундамент развитие обнулить накопление гражданин рф утроить колличество нищий и уничтожить промышленный отрасль . что , смешно ? ну недолго ржак быть длиться . '';азербайджанец
купа гениальный писать : палач писать : спарк писать : в советский время -- нормально относиться . да ну нахрен ? я всегда интересовать - почеу онный товарищ всё время на русско петь ? ну , в принцп ответ то я знать .... почему ? потому что если он быть петь по чеченски - как он понять аварец , если по аварски - как он понять табаласарец , а если по табаласарски - как понять лезгин ? агитация должный быть понятный . так то этот чувачок виновный в очень большой число человек;азербайджанец
не дать исчезнуть марийский народ вчера в йошкар-ола , перед дом правительство марий эл , пройти митинг « защита марийский народ от исчезновение , сохранение он традиция и культура , защита нарый ...;азербот
конфуз произойти на концерт в посёлок фиагдон в северный осетия онфуз произойти на концерт в посёлок фиагдон в северный осетия . скандальный инцидент закончиться гастроль певица бьянка в северный осетия . в время концерт 29-летний артистка в один из ресторан селение фиагдон разгорячить зритель метнуть в девушка ботинок с свой нога . как выясниться , такой способ осетинский парень выразить свой отношение к звезда , исполнять на сцена в время пение слишком откровенный танец .;абхаз
катюшка , чурка любить свой девушка и относиться к они строго , только в постель почему то хотеть видеть русский девушек.ич и наш девочка есть неадекватный , готовый за сникерс лечь в кровать с черножопый мразь . не подумать , что я националист , у я куча друг казах , узбек , азербайджанец , но всё они хороший человек . дело не в нация , в каждый нация есть реально отморозок , а есть хороший человек . '';абхаз
послать втроём сестра , в близкий кфс м.новое черёмушки , решить поесть \остренького\ '' , заказать , едим-и вдруг к мы подсаживаться русский мужчина , сесть негде быть , мы не против , я ввиду свой свой воспитанность и возраст подвинуться , и тут началось-вопрос откуда мы , кто мы такой красивый с грамотный русский речью-сестрёнка всё подробно рассказать , он процитировать мы пушкин , в зал сидеть много азиат , далёкий больше-он оказаться пьяный , и конечно \ '' понеслось\ '' у него-в итог я он \ '' прогнала\ '' культурно , так он начать на весь зал орать , что калмык \ '' такой сякие\ '' , сестрёнка не сдержаться , закатать рукав пиджак и с размах врезать он , другой ещё вслед сумка ударить , весь зал молчать , ни один мужчина не вступиться , когда он угрожающе рука размахивать , всё \ '' мужчины\ '' молча наблюдали.вывод:1 ) зал не быть калмык мужика.2 ) мы калмычка себя в обида не дать , беречься '';абхаз
кира , дагестанский язык не существовать начать с это , есть аварский , лезгинский , даргинский , кумыкский и другой язык дагестан . не ну а на что ты рассчитывать написать сюда . ты же никто не говорить разговаривать на английский , потому что он международный . ты на русский далеко уехать за предел россия ? ) ) в весь мир английский язык . говорить на он . почему же в группа где 80 % адыг , я не мочь говорить на родный язык ? если человек инородец , я написать он на друг язык . никакой проблема . считать бессмысленный этот спор . не учить адыг как жить и на какой язык говорить , и они не послать ты далеко и на долго . мир ты .;абхаз
внешне похожий многие конечно , это в следствие соседство с горский народ скорее весь они приобрести кавкасионский черта . тот же кумык сильно перемешать в прибрежный полоса с даргинец , а в буйнакский и кизилюртовский район с аварец . а вот степной кумык , например бабаюртовский район , уже немного отличаться ) по повод карачаевец и балкарец ничего сказать не мочь , они ведь тоже в гора жить , антропологически тоже кавкасион , просто говорить на тюрский язык .;эвенк
и карта первый вшивый твой там лакец населять весь верхний часть долина хотя это ложь там два селение лакский переселиться из за хребет верхний жить рутулец за зребтом арчинец потом до гуниб и т.д уже аварец . сейчас есть село нижний катрух переселить тюркоговорящий когда переселить версия много , где то 2-4 тухум лезгинский столько рутульский чуть большой или также лакский и ширванский перс или тюрк говорить на тюрскский язык они записать азер хотя некоторый записать себя лезгин когда устраиваться на работа за предел район;азербайджанец
павел , ну вы простить дебил какой свет не видывать ! ! в какой . какой год основать государство россия ? а федерация ? ? идти монгол на хер на вднх и учить матчасть ! !;азербайджанец
в настоящий время азербайджанский язык иметь статус один из государственный язык дагестан [ 51. дагестанский азербайджанец иметь собственный газета « дербент » и журнал на родный язык , школа , где занятие проводиться наазербайджанский язык . с 1978 год на республиканский радио функционировать отдельный редакция вещание на азербайджанский язык ( по 30 минута ежедневно , а начинать с 1986 год вестись трансляция передача азербайджанский телевидение ( в объём 6340 час . в год ) [ 52;аварец
дебильный пост , действительно . из он следовать , что в нальчик жить один кабардинский народ , а балкарец , русский и тд , второстепенный ... и вообще , что за слово \обрусенцы\ '' ? корона небо ещё не подпирать ? автор советовать изучать история кабарда , так вот пусть сам она и изучить как следовать , прежде чем заявлять о национальный принадлежность коренной народ . '';аварец
рашад , идти торговать на рынок арбуз ... твой брат азербот на базар москва торговать арбуз ... почему так ? ваш изербаджан нет работа вы же хотеть отдельный государство вы получить он так живить у себя в изербаджан что вы потерять в россия ? ? ?;чеченец
и на заметка весь , нужно различать между дагестанский азербайджанец и азербайджанский , в отличие от азербайджанский лезгиновый , аварец и тд который перееселенца из дагестан , мы дагестанский азербайджанец к азербайджан не иметь отношение , в дагестан несколько вид азербайджанец у который разный обычай , диалект но с азербайджан мы связывать только название нация , кухня и язык чуть схожий , лично за свой район ( терекема ) мочь сказать что в азербайджан никто из наш род не быть , и именоваться азербайджанец мы стать поздний , в советский союз , когда на псспорт начать писать национальность;чеченец
элина , кавказ никогда не быть однородный ни в национальный аспект , ни в языковом.ич кавказ ( северный и южный ) присутствовать множество языковой группа нахско-дагестанский к который относиться чеченец , ингуш , лезгин , даргинец , лак , аварец абхазо-адыгеский язык , к который относиться адыг , черкес , кабардинец , карачаевец , абхаз , абазин картвельский , грузин , мегрел , сван , лаз тюркский , азербайджанец , балкарец , кумык и индоевропейский , армянин и осетин;чеченец
араксия , внимание == & gt ( статья 280.1 , ук рф ) ... армянский сепаратизм , национализм и дешёвый провокация в дагестан и на северный кавказ от имя другой народ , особенно от имя лезгин , аварец , талыш не пройти ! ! ! это по российский закон тяжкий преступление и угроза для российский федерация ! ! я уверенный , что в.в.путин , фсб , мид , мвд , ген . прокуратура рф должный уделять этот вопрос серьёзный внимание ! армянский дешёвый провокатор свободно распространять идеология сепаратизм на всё территория рф ! ! ! слава рф ! копия направить более 500.000. адрес !;горец
репост ! наш литовский друг из pasidaryk pats records и x161x records делать трибить toro bravo , легендарный oi ! банда из вильнюс . всё желать принять участие в это сборник писать на pasidarykpatsrecords , 161crew с пометка \toro bravo tribute\ '' . сбор песня продолжаться до 31-ого октябрь . '';горец
алихан , лето 1992 год на сторона азербайджанец воевать порядок 400 чеченский боевик под руководство басаев . 3-й июль 1992 год в время операция по освобождение село кармраван многие из они быть убить , а 120 попасть в плен , после что шамиль басаев большой не вернуться в карабах [ 19 .;горец
