source_text;ethno
[ [ id245715139|алан ] я про это а ну рассказать я подробный вот про это фарид ингушский < br > быть женщина по имя аби в то время быть битва с < b > черкес < b > вызывать самый сильный ингуш а она мочь на плечо понести корова или бык и вот её отправить в мужской одежда тип это мужик и вот она победить и когда они узнать что это быть женщина они испугаться и подумать если у они такой сильный женщина то какой же у они быть мужчина и битва быть на это холм в честь она так и назвать этот холм;казах
[ [ id251717083|магомед ] там чеченец с другой кавказец не делиться всё вместе воевать < b > аварец < b > чеченец адыг плечо к плечо друг друг перекрывать единственный место где чеченец отдельно воевать это когда имам уехать из чечня тогда это воспользоваться русский и отоковать бена тогда 1700 чеченец разбить 33000 тысячная армия и забрать в плен 1500 солдат когда о это узнать шамиль он сразу двинуться в чечня но дойти когда русский уже убижать;аварец
гора машук в пятигорск < br > высота 9937 м памятник природа < br > < br > название гора связывать с горский легенда о прекрасный девушка машукий плачущий о убитый старый эльбрус жених тау есть объяснение происхождение название от кабардинский слово маш просо и к долина то есть долина где сеять просо < br > < br > по другой версия гора получить название по имя < b > карачаевец < b > мечук хубиев легенда о гора машук повествовать о тот что житель большой карачай мечук машукий хубиев из за кровный месть переселиться в один из кабардинский сесть в район современный пятигорск машукий быть непревзойдённый мастер оружейный дело;аварец
более 300 ненецкий ребёнок доставить из тундра в школа к 1 сентябрь;аварец
[ [ id253216990|иван ] дорогой друг < br > 27 август с площадь мария отправляться автобус в город майкоп группа молодой ребята который заниматься организация джэг каждый среда в нальчик хотеть организовать такой же вечер с молодёжь город майкоп этот поездка это желание укрепить связь между < b > адыг < b > и стремление к единение всё желать мочь принять участие и поехать с мы есть автобус просьба взять адыгский флаг у кто они есть и что касаться одежда постараться соответствовать норма наш хабзэ;аварец
[ [ id97339440|therapy ] < b > жид < b > это не понять1 это я про новый россия а так с 17 год к сти твой любимый путин и медведев это прийтись признать скрепить зуб о еврейский фашизм унести невинный жизнь большой чем в второй мировой начинать с иудейский семейка ельцын и он последователь быть бы в китай и сингапур и идиот понятно но россиякать жопа а даже такой вор как сердючка чубайс васильев орден давать васильев вообще осовободить за то что она орден иметь < a hrefhttpcs624122vkmev62412277143016k2myvoqffxqjpg target_blank > < u > httpcs624122vkmev62412277143016k2myvoqffxqjpg < u > < a >;аварец
[ [ id255895406|андрей ] узнать что такой девальвация а потом хуйня писать жопа страна 17 год грабить вместо тот чтобы заниматься сельский хозяйство и экономика тогда бы этот кризис так больно не ударить бы по большинство население у назарбаев девальвация пройти на 25 % и он человек сделать компенсация а жидо охаметь влсть в россия большой 100 % девольвацть пройти и этот наглый без честь и совесть свомь картавый рожа весь говорить что всё < b > < font color41a317 > отлично < font > < b > конечно < b > жид < b > чем < b > < font colore42217 > плохой < font > < b > тем < b > < font color41a317 > хороший < font > < b > ещё напища что путин и медведев не вчий не виноватый с свой жидо русофобский окружение;казах
артур не знать кто ты по происхожление но в то время быть война и это обычный реакция на действие в тот временасейчас баку это самый развитый город на кавказ и в целое в регионеести кто то пытаться высосать проблема из палец о это он личный обидаучитывать то что в армения кроме < b > армянин < b > никто не жить то азербайджан на фон этот страна это оплот толлерантность < a hrefhttpizruscoildvuhstoronkaarticle2015 08 2528640html target_blank > < u > httpizruscoildvuhstoronkaarticle2015 08 2528640html < u > < a > cc 32194365;казах
так и не понять какой связь между гулиев и поставка горючее на фронт в 1942г < br > < br > из этот рассуждение можно сделать вывод что выходец из страна антигитлеровский коалиция достойный быть глава администрация район а потомок нация воевать на сторона гитлер например финн не достойный < br > и если высказывание житель район в адрес гулиев по свидетельство метелевский так < b > < font colore42217 > раздражать < font > < b > < b > азербайджанец < b > то зачем быть провоцировать межнациональный конфликт назначать глава над русско карельский население < b > азербайджанец < b > привести статистика много ли в азербайжданин или в чечня русский в власть;казах
не думать что история правдивый < br > немного перебрать любить махачкала как мать родный < br > но быть в тот что всё именно так и обстоять < br > у мы в республика всякий < b > таджик < b > вьетнамец узбек и они подобный < br > а вы на русский гнать < br > продолжать в тот же дух и через несколько год этот народ начать вытеснять мы с наш родина < br > и вот тогда мы быть иммигрант;казах
[ [ id204419143|бабек ] очко закрыть гнида сдохнуть в свой изербаджанеести бы не путин вы бы давно армянин перо резать мразь вы с какой пора стать мужик ваш девушка приезжать в дагестан чтобы гулят с мужик это означать что < b > азербот < b > < b > < font colore42217 > пидарас < font > < b >;казах
владимир василиевич квачковы о мировой сатанист < br > ответ журналист не еврей не грузин < br > не армянин не азербаджанец не < b > негр < b > < br > не китаец не относиться к коренной народ росий < br > этот черножопый не являться коренной житель россия мы они пустить лишь погреться < br > дагестанец относиться к коренной народ россия < br > нельзя путать дагестанский народ с тот черножопый чербан который вести себя нагло наулица москва вот в чем различие < br > владимир василиевич квачковы родиться 5 август 1948 < br > посёлок краскин;осетин
гагаузия южный часть республика молдова турок < b > болгарин < b > молдаванин наравне с гагауз составлять население этот маленький но очень гостеприимный земля как и всё южанин гагауз любить долгий и обильный застолье < br > < br > наряду с традиционный буджакский явствами гагаузский кухня содержать блюдо европейский и молдавский кухня многие её ингредиент взять из турецкий кухнисамый главный и любимый продукт житель буджак – баранина она здесь готовить по особый использовать подзабыть народный рецепт и особый южный приправа собранный и подготовить собственноручно очень популярный шурпа а именно наваристый суп из баранина с овощ и корнеплод из болгарский кухня позаимствовать запечь ножка ягнёнок по георгиевск < br > < br > любить гагауз красивый название прислушаться кывырма булгур манджть гёзлемя курбан сарма калля кабакл геврека вкусно;осетин
социальный `` бомбёжка '' в рф успешно заниматься мендель~медведеть боеприпас поставлять наебулин цб рф операция по развал армия под кодовый название `` табуреткин '' пройти успешно пенсионный фонд рассчитывать размер пенсия на уровень детский учреждение для < b > < font colore42217 > дебил < font > < b > в балл батальон < b > жидов < b > `` гайдар '' подорвать основа государственный фундамент развитие обнулить накопление гражданин рф утроить колличество нищий и уничтожить промышленный отрасль что смешно ну недолго ржак быть длиться;азербайджанец
купа гениальный пишетпалач пишетспарк писать < br > < br > в советский время нормально относиться < br > < br > < br > да ну нахрен < br > < br > я всегда интересовать почеу онный товарищ всё время на русско петь < br > < br > ну в принцп ответ то я знать < br > < br > почему < br > < br > < br > потому что если он быть петь по чеченски как он понять < b > аварец < b > если по аварски как он понять табаласарец а если по табаласарски как понять лезгин < br > < br > агитация должный быть понятный < br > < br > так то этот чувачок виновный в очень большой число человек;азербайджанец
не дать исчезнуть марийский народ вчера в йошкара оля перед дом правительство марий эл пройти митинг защита марийский народ от исчезновение сохранение он традиция и культура защита нарый;азербот
конфуз произойти на концерт в посёлок фиагдон в северный осетия < br > онфуз произойти на концерт в посёлок фиагдон в северный осетия скандальный инцидент закончиться гастроль певица бьянка в северный осетия в время концерт 29 летний артистка в один из ресторан селение фиагдон разгорячить зритель метнуть в девушка ботинок с свой нога как выясниться такой способ < b > осетинский < b > < b > парень < b > выразить свой отношение к звезда исполнять на сцена в время пение слишком откровенный танец;абхаз
[ [ id28202832|катюшка ] чурка любить свой девушка и относиться к они строготолько в постель почему то хотеть видеть русский девушёкнуть и наш девочка есть неадекватныеготовый за сникерс лечь в кровать с черножопый мразь не подумайчтый я националист у я куча друг казаховузбек < b > азербайджанец < b > но всё они < b > < font color41a317 > хороший < font > < b > человек дело не в нациить каждый нация есть реально отморозкиа есть хороший человек;абхаз
послать втроём сестрамить близкий кфс мновое черемушкирешить поесть остренькогозаказалиедить и вдруг к мы подсаживаться русский мужчинасесть негде былом не противить ввиду свой свой воспитанность и возраст подвинуласие тут начаться вопрос откуда мыкто мы такой красивый с грамотный русский речь сестрёнка всё подробно рассказалаон процитировать мы пушкинать зал сидеть много < b > азиат < b > далёкий большой он оказаться пьяный конечно понестись у он в итог я он прогналакультурнотак он начать на весь зал оратьчто калмык такой сякиесестрёнка не сдержаласьзакатать рукав пиджак и с размах врезать емудругать ещё вслед сумка ударилавесить зал молчалнить один мужчина не вступилсякогда он угрожающе рука размахивалвсе мужчинымолча наблюдаливывод1зал не быть калмык мужика2м калмычка себя в обида не дадимберечься;абхаз
[ [ id54416534|кир ] дагестанский язык не существовать начать с это есть аварский лезгинский даргинский кумыкский и другой язык дагестан не ну а на что ты рассчитывать написать сюда ты же никто не говорить разговаривать на английский потому что он международный ты на русский далеко уехать за предел россия в весь мир английский язык говорить на он почему же в группа где 80 % < b > адыг < b > я не мочь говорить на родный язык если человек инородец я написать он на друг язык никакой проблема считать бессмысленный этот спор не учить адыг как жить и на какой язык говорить и они не послать ты далеко и на долго мир ты;абхаз
внешне похожий многие конечно это в следствие соседство с горский народ скорее весь они приобрести кавкасионский черта тот же кумык сильно перемешать в прибрежный полоса с даргинец а в буйнакский и кизилюртовский район с < b > аварец < b > а вот степной кумык например бабаюртовский район уже немного отличаться < br > по повод карачаевец и балкарец ничего сказать не мочь они ведь тоже в гора жить антропологически тоже кавкасион просто говорить на тюрский язык;эвенк
и карта первый вшивый твой там лакец населять весь верхний часть долина хотя это ложь там два селение лакский переселиться из за хребет верхний жить рутулец за зребтом арчинец потом до гуниб и тд уже < b > аварец < b > сейчас есть село нижний катрух переселить тюркоговорящий когда переселить версия много где то 2 4 тухум лезгинский столько рутульский чуть большой или также лакский и ширванский перс или тюрк говорить на тюрскский язык они записать азер хотя некоторый записать себя лезгин когда устраиваться на работа за предел район;азербайджанец
[ [ id137291439|паветь ] ну вы простить дебил какой свет не видывать в какой какой год основать государство россия а федерация идти < b > монгол < b > на хер на вднх и учить матчасть;азербайджанец
в настоящий время азербайджанский язык иметь статус один из государственный язык дагестан [ 51 ] дагестанский < b > азербайджанец < b > иметь собственный газета дербент и журнал на родный язык школа где занятие проводиться наазербайджанский язык с 1978 год на республиканский радио функционировать отдельный редакция вещание на азербайджанский язык по 30 минута ежедневно а начинать с 1986 год вестись трансляция передача азербайджанский телевидение в объём 6340 час в год [ 52;аварец
дебильный пост действительно из он следовать что в нальчик жить один < b > кабардинский < b > < b > народ < b > а балкарец русский и тд второстепенный и вообще что за слово обрусенцы корона небо ещё не подпирать автор советовать изучать история кабарда так вот пусть сам она и изучить как следовать прежде чем заявлять о национальный принадлежность коренной народ;аварец
[ [ id81672908|рашад ] идти торговать на рынок арбуз твой брат < b > азербот < b > на базар москва торговать арбуз почему так ваш изербаджан нет работа вы же хотеть отдельный государство вы получить он так живить у себя в изербаджан что вы потерять в россия;чеченец
и на заметка весь нужно различать между дагестанский азербайджанец и азербайджанский в отличие от азербайджанский лезгиновый < b > аварец < b > и тд который перееселенца из дагестан мы дагестанский азербайджанец к азербайджан не иметь отношение в дагестан несколько вид азербайджанец у который разный обычай диалект но с азербайджан мы связывать только название нация кухня и язык чуть схожий лично за свой районтерекема мочь сказать что в азербайджан никто из наш род не быть и именоваться азербайджанец мы стать поздний в советский союз когда на псспорт начать писать национальность;чеченец
[ [ id269426099|элина ] кавказ никогда не быть однородный ни в национальный аспектенить в языковомный кавказ северный и южный присутствовать множество языковой группа < br > нахско дагестанский к который относиться чеченцыингушилезгиныдаргинцылакиаварц < br > абхазо адыгеский языкик который относиться адыгичеркесыкабардинцыкарачаевец < b > абхаз < b > абазин < br > картвельскаягрузинымегрелысванылаз < br > тюркскиеазербайджанцыбалкарцыкумык < br > и индоевропейскаяармян и осетин;чеченец
[ [ id235704070|араксия ] внимание & gt статья 2801 ук рф армянский сепаратизм национализм и дешёвый провокация в дагестан и на северный кавказ от имя другой народовособенно от имя лезгин < b > аварец < b > талыш не пройти это по российский закон тяжкий преступление и угроза для российский федерация я уверенчтый ввпутин фсб мид мвд ген прокуратура рф должный уделять этот вопрос серьёзный внимание армянский дешёвый провокатор свободно распространять идеология сепаратизм на всё территория рф слава рф копия направить более 500000 адрес;горец
