"13";"man putin couldnt kill pm channel horror absurdity";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00321";"0.00321";"0.00029";"0.01778";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.01195";"0.00029";"0.00029";"0.00029";"0.00029";"0.11983";"0.00029";"0.00904";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.01487";"0.00029";"0.00904";"0.00029";"0.00029";"0.01778";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00321";"0.00029";"0.00904";"0.00029";"0.00321";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00321";"0.05860";"0.23936";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00904";"0.00029";"0.00029";"0.00904";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.05860";"0.00029";"0.00029";"0.00029";"0.00029";"0.02070";"0.00321";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.25102";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.00029";"0.10233";"0.00029";"0.00029"
"14";"serbia president aleksandar vui ha lauded tie krem";"0.00023";"0.00258";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00258";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00258";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.05892";"0.00023";"0.01197";"0.00023";"0.00023";"0.00023";"0.00023";"0.37817";"0.00023";"0.00023";"0.00023";"0.00023";"0.07770";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.22793";"0.03779";"0.02606";"0.00023";"0.00023";"0.00258";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.10822";"0.00023";"0.00023";"0.00023";"0.00023";"0.00493";"0.03075";"0.00258";"0.00023";"0.00023";"0.00493";"0.00023";"0.00023"
"15";"foreign minister g group rich democracy warned rus";"0.00781";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00400";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.05352";"0.01543";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.56781";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.28590";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.02305";"0.02305";"0.00019";"0.00019";"0.00210";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019";"0.00019"
"16";"flatbed rail wagon speeding south west russia last";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00187";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00697";"0.00017";"0.00017";"0.03418";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.64983";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00187";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.03588";"0.00017";"0.00017";"0.00017";"0.00187";"0.00017";"0.00017";"0.00357";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00357";"0.00017";"0.00017";"0.00017";"0.00017";"0.00527";"0.00017";"0.00527";"0.00017";"0.15493";"0.00187";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.00017";"0.07840";"0.00017";"0.00017"
"17";"russia ha admitted destroying one satellite missil";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.01289";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.32107";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00346";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.28962";"0.00031";"0.12925";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.02233";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00346";"0.00031";"0.00975";"0.00031";"0.00031";"0.00346";"0.00031";"0.11038";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.00031";"0.06635";"0.00031";"0.00031"
"18";"joe biden go tuesday virtual summit vladimir putin";"0.00033";"0.00033";"0.00033";"0.00363";"0.00033";"0.00033";"0.00363";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.04983";"0.00033";"0.00693";"0.00033";"0.00363";"0.00033";"0.00033";"0.00033";"0.00033";"0.00363";"0.00033";"0.00033";"0.00033";"0.09934";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.56469";"0.00033";"0.00033";"0.00033";"0.00363";"0.00033";"0.00033";"0.00033";"0.00693";"0.00033";"0.00033";"0.00033";"0.00363";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00363";"0.00033";"0.10264";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033";"0.07294";"0.00033";"0.00033";"0.00033";"0.00033";"0.01683";"0.02673";"0.00033";"0.00033";"0.00033";"0.00033";"0.00033"
"19";"moscow authority announced weeklong closure non es";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.62872";"0.00034";"0.00034";"0.00709";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00709";"0.00372";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.15574";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00372";"0.00034";"0.00034";"0.00034";"0.04764";"0.00034";"0.00034";"0.00372";"0.00034";"0.00034";"0.00034";"0.00034";"0.00034";"0.00372";"0.00034";"0.10845";"0.00034";"0.00034"
"20";"russian authority threatened shutter memorial coun";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00561";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00561";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00561";"0.00051";"0.00051";"0.01071";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.41888";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00561";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.00051";"0.50051";"0.00051";"0.00051"
"21";"vladimir putin ha warned nato country deploying we";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00248";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.87607";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.04086";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00700";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.02054";"0.00926";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00248";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.02054";"0.00023";"0.00023"
"22";"natural gas market ha entered uncharted territory ";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00227";"0.00021";"0.00021";"0.00227";"0.00021";"0.00021";"0.26674";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.26054";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00227";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00227";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.05186";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00227";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.03533";"0.00021";"0.11798";"0.00021";"0.00021";"0.00021";"0.23781";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021";"0.00021"
